pair_id,batch,stratum,corpus,query_id,doc_id,selection_reason,annotator,label,shortlist_pick,notes
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__11ccd989-4ccf-50c4-9060-968b9ba02a3f,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,11ccd989-4ccf-50c4-9060-968b9ba02a3f,indomain_banded,yc,Potential Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__d5388710-d97b-5173-8c66-2a50704d1ff4,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,d5388710-d97b-5173-8c66-2a50704d1ff4,indomain_banded,yc,No Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__d31d100e-0a67-5e13-9525-6de583a977f5,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,d31d100e-0a67-5e13-9525-6de583a977f5,indomain_banded,yc,No Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__7fe0407c-0d65-5f6c-a2d0-c7ebb21303a1,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,7fe0407c-0d65-5f6c-a2d0-c7ebb21303a1,indomain_banded,yc,Potential Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__d7ff4398-71d3-5e06-b8fe-358951c2e83b,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,d7ff4398-71d3-5e06-b8fe-358951c2e83b,indomain_banded,yc,Good Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__693ebf28-505d-5e25-a5de-dd23d11a5702,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,693ebf28-505d-5e25-a5de-dd23d11a5702,indomain_banded,yc,Potential Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__eebbcede-0967-5ce3-8a97-4af232cc0bfd,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,eebbcede-0967-5ce3-8a97-4af232cc0bfd,indomain_banded,yc,No Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__9041f671-0dad-56c1-90d6-925f16cb3592,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,9041f671-0dad-56c1-90d6-925f16cb3592,indomain_banded,yc,Potential Fit,0,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__49d4dda3-4911-573d-808d-d129acbc0308,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,49d4dda3-4911-573d-808d-d129acbc0308,indomain_banded,yc,Good Fit,1,
a77b2346-51c8-5eef-b743-9cf1ef8d40d7__ab054fda-374d-5dbd-bb4d-a7e28ad9c9cb,1,generic,a2,a77b2346-51c8-5eef-b743-9cf1ef8d40d7,ab054fda-374d-5dbd-bb4d-a7e28ad9c9cb,indomain_banded,yc,Potential Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__b9310de6-53ef-59f9-9612-480c65d99c58,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,b9310de6-53ef-59f9-9612-480c65d99c58,indomain_banded,yc,Good Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__fd6f9d71-1578-5207-8b25-cee4beb063d4,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,fd6f9d71-1578-5207-8b25-cee4beb063d4,indomain_banded,yc,No Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__8787b185-c3f4-5e68-95f1-e2727837804b,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,8787b185-c3f4-5e68-95f1-e2727837804b,indomain_banded,yc,Good Fit,1,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__7704e412-cf11-5764-ab4d-a93191277e04,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,7704e412-cf11-5764-ab4d-a93191277e04,indomain_banded,yc,Potential Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__3a67fda3-29c5-5195-9127-ba07eb902bec,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,3a67fda3-29c5-5195-9127-ba07eb902bec,indomain_banded,yc,Potential Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__057da75a-d8d4-5621-8a1e-c527e6ab620e,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,057da75a-d8d4-5621-8a1e-c527e6ab620e,indomain_banded,yc,Potential Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__60f5e194-8db4-5f38-87fd-c2cd836f4ca2,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,60f5e194-8db4-5f38-87fd-c2cd836f4ca2,indomain_banded,yc,Potential Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__b6cddfda-38af-5c6b-becd-41a820c304c9,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,b6cddfda-38af-5c6b-becd-41a820c304c9,indomain_banded,yc,No Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__ad5ea57e-eec7-5da2-868c-7429f78e62a7,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,ad5ea57e-eec7-5da2-868c-7429f78e62a7,indomain_banded,yc,Potential Fit,0,
cd34e6d9-bd4c-526f-ad03-ead383c644c8__d556bf2a-0cc6-59a2-8968-1ccc8c1ee2b7,1,generic,a2,cd34e6d9-bd4c-526f-ad03-ead383c644c8,d556bf2a-0cc6-59a2-8968-1ccc8c1ee2b7,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__b7a1f0d2-3236-5d20-9862-187a6bb94bed,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,b7a1f0d2-3236-5d20-9862-187a6bb94bed,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__ab1c1393-e528-5490-9ecd-7742bc75c891,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,ab1c1393-e528-5490-9ecd-7742bc75c891,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__454b07d2-0896-5d33-b684-ca2ba13093b2,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,454b07d2-0896-5d33-b684-ca2ba13093b2,indomain_banded,yc,Potential Fit,1,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__0be96e3f-c628-5216-95db-555bb3525ba9,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,0be96e3f-c628-5216-95db-555bb3525ba9,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__48196df0-2612-53d9-a198-7707abd41ec9,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,48196df0-2612-53d9-a198-7707abd41ec9,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__a4800ca3-f84e-5a14-9d73-d874b6d6c966,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,a4800ca3-f84e-5a14-9d73-d874b6d6c966,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__996bfdc2-e299-5f99-9fdc-e877fe2c72c8,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,996bfdc2-e299-5f99-9fdc-e877fe2c72c8,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__1992a3f8-e262-5689-9faa-844f29766567,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,1992a3f8-e262-5689-9faa-844f29766567,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__2a21facd-13af-59f9-b196-b5268255ac03,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,2a21facd-13af-59f9-b196-b5268255ac03,indomain_banded,yc,No Fit,0,
21a58a87-88fa-5721-b0c7-b40c5320fd1c__5a2f6240-893b-5348-bc0a-75559972b76b,1,generic,a2,21a58a87-88fa-5721-b0c7-b40c5320fd1c,5a2f6240-893b-5348-bc0a-75559972b76b,indomain_banded,yc,No Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__f5bc3dfc-0c15-587e-905a-6086b34a8ba2,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,f5bc3dfc-0c15-587e-905a-6086b34a8ba2,indomain_banded,yc,Good Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__6e46559d-1fdc-5306-a27a-eba3676b28f6,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,6e46559d-1fdc-5306-a27a-eba3676b28f6,indomain_banded,yc,Good Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__4737f067-5a6d-5267-b8cf-184ab356c986,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,4737f067-5a6d-5267-b8cf-184ab356c986,indomain_banded,yc,No Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__828dfdf3-64c2-58df-a0d4-befd5b8d081d,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,828dfdf3-64c2-58df-a0d4-befd5b8d081d,indomain_banded,yc,Potential Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__5b2ec097-2d9d-54af-8a3c-77292aa40799,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,5b2ec097-2d9d-54af-8a3c-77292aa40799,indomain_banded,yc,Potential Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__9779b983-34fa-5987-a8ae-3cab617ca9e6,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,9779b983-34fa-5987-a8ae-3cab617ca9e6,indomain_banded,yc,Potential Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__2a8a1702-a7ad-5f43-9ffa-4bdeb527ae67,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,2a8a1702-a7ad-5f43-9ffa-4bdeb527ae67,indomain_banded,yc,No Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__5b1a5ba4-2d0a-51bd-b62c-77f58c98c47c,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,5b1a5ba4-2d0a-51bd-b62c-77f58c98c47c,indomain_banded,yc,Good Fit,1,
c63e4cc9-55f8-5e36-af46-62962a586864__a3e30e54-5159-5138-a21d-2b049964da7f,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,a3e30e54-5159-5138-a21d-2b049964da7f,indomain_banded,yc,Good Fit,0,
c63e4cc9-55f8-5e36-af46-62962a586864__b3daf54d-39eb-560f-8de6-1ea162c68534,1,generic,a2,c63e4cc9-55f8-5e36-af46-62962a586864,b3daf54d-39eb-560f-8de6-1ea162c68534,indomain_banded,yc,Good Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__b4f69139-0b6d-56e0-b823-ccc85e127a57,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,b4f69139-0b6d-56e0-b823-ccc85e127a57,indomain_banded,yc,Potential Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__66067664-f72a-5f9a-a288-a9ead14a7573,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,66067664-f72a-5f9a-a288-a9ead14a7573,indomain_banded,yc,Good Fit,1,
a8a46ef9-88dd-595c-813e-db693d0adcb1__0f6ce2fc-14db-52ba-ad18-5fb79dc20c04,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,0f6ce2fc-14db-52ba-ad18-5fb79dc20c04,indomain_banded,yc,No Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__e0aa9af6-760c-594e-8abf-11f4fb7c5ef5,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,e0aa9af6-760c-594e-8abf-11f4fb7c5ef5,indomain_banded,yc,No Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__5bb1c363-7d2f-5c94-bf37-c6438dec793c,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,5bb1c363-7d2f-5c94-bf37-c6438dec793c,indomain_banded,yc,Good Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__ca3750b6-dcf3-5801-a7d6-d8e04b504f2b,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,ca3750b6-dcf3-5801-a7d6-d8e04b504f2b,indomain_banded,yc,Good Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__dd5ee566-c08d-550c-adab-bc3010470bf9,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,dd5ee566-c08d-550c-adab-bc3010470bf9,indomain_banded,yc,Good Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__442cc484-a390-54e7-b252-91f59013cd5d,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,442cc484-a390-54e7-b252-91f59013cd5d,indomain_banded,yc,Good Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__273ffbb8-5682-5a89-823e-4d4bf695e7d3,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,273ffbb8-5682-5a89-823e-4d4bf695e7d3,indomain_banded,yc,Good Fit,0,
a8a46ef9-88dd-595c-813e-db693d0adcb1__e312f4e8-da98-5a41-85b4-02d4141574a7,1,generic,a2,a8a46ef9-88dd-595c-813e-db693d0adcb1,e312f4e8-da98-5a41-85b4-02d4141574a7,indomain_banded,yc,Good Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__20436e2e-72fb-5dd9-8f4d-861104db4467,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,20436e2e-72fb-5dd9-8f4d-861104db4467,indomain_banded,yc,No Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__4be663f6-78a0-571f-a6df-69a4e80bd7a0,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,4be663f6-78a0-571f-a6df-69a4e80bd7a0,indomain_banded,yc,No Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__a6692210-0397-5f26-8b4e-0c9bfe642e65,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,a6692210-0397-5f26-8b4e-0c9bfe642e65,indomain_banded,yc,Good Fit,1,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__403718f4-9f02-5a22-a2dc-9742f799c72e,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,403718f4-9f02-5a22-a2dc-9742f799c72e,indomain_banded,yc,Potential Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__4af85b34-8264-5f8b-a753-ae7fd13c2a35,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,4af85b34-8264-5f8b-a753-ae7fd13c2a35,indomain_banded,yc,Potential Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__a3a74f30-4dc4-5508-98b4-bc37a4533b2d,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,a3a74f30-4dc4-5508-98b4-bc37a4533b2d,indomain_banded,yc,No Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__75b6a497-ac18-56f6-ae36-b937e1258754,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,75b6a497-ac18-56f6-ae36-b937e1258754,indomain_banded,yc,Good Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__9f7fb0ee-3c9d-5943-8337-3bf4feac7d9f,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,9f7fb0ee-3c9d-5943-8337-3bf4feac7d9f,indomain_banded,yc,Potential Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__63607f63-dbb2-53c4-93df-c5ad3fd479e8,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,63607f63-dbb2-53c4-93df-c5ad3fd479e8,indomain_banded,yc,No Fit,0,
df5bdaf7-8af6-5cd1-90d2-d312effb9253__f53703a3-8e52-5a80-8ebc-f72f6f032918,1,generic,a2,df5bdaf7-8af6-5cd1-90d2-d312effb9253,f53703a3-8e52-5a80-8ebc-f72f6f032918,indomain_banded,yc,Potential Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__505fe496-db23-5cd6-a331-ef01e2145bdf,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,505fe496-db23-5cd6-a331-ef01e2145bdf,indomain_banded,yc,No Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__3869faec-8fbb-53c3-9264-e567458dcda5,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,3869faec-8fbb-53c3-9264-e567458dcda5,indomain_banded,yc,Good Fit,1,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__3932f4d4-7707-537b-aecb-4e6b004c2bea,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,3932f4d4-7707-537b-aecb-4e6b004c2bea,indomain_banded,yc,Potential Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__db17be18-9b1e-5dc1-83a6-e0dd04307c34,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,db17be18-9b1e-5dc1-83a6-e0dd04307c34,indomain_banded,yc,Good Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__6eda3128-5c0b-58e8-8e9d-3a599b70ac74,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,6eda3128-5c0b-58e8-8e9d-3a599b70ac74,indomain_banded,yc,No Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__74f9d353-8105-52be-a7ad-48710f2f7a28,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,74f9d353-8105-52be-a7ad-48710f2f7a28,indomain_banded,yc,Good Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__4b9c7719-02e9-50c5-b297-799e4341f8a1,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,4b9c7719-02e9-50c5-b297-799e4341f8a1,indomain_banded,yc,Good Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__19121db2-75ba-57a4-81a2-20879792daa8,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,19121db2-75ba-57a4-81a2-20879792daa8,indomain_banded,yc,Good Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__8fdde0b9-3a7c-53f8-b768-32ae67026ede,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,8fdde0b9-3a7c-53f8-b768-32ae67026ede,indomain_banded,yc,No Fit,0,
6cd33ac2-0e17-58ab-b435-a94c46c8598f__5410df1b-1106-56d6-94a3-6c79e7e2b21d,1,generic,a2,6cd33ac2-0e17-58ab-b435-a94c46c8598f,5410df1b-1106-56d6-94a3-6c79e7e2b21d,indomain_banded,yc,Good Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__10769d21-7691-502b-81e8-3d73a273ffa6,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,10769d21-7691-502b-81e8-3d73a273ffa6,indomain_banded,yc,No Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__cbe3890f-93a2-562d-807c-afdff218d500,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,cbe3890f-93a2-562d-807c-afdff218d500,indomain_banded,yc,No Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__b1aec9bf-c61f-5b69-a075-7dc75834f58b,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,b1aec9bf-c61f-5b69-a075-7dc75834f58b,indomain_banded,yc,No Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__4ffc7419-5b05-51d3-8c22-7eb95b4c79a0,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,4ffc7419-5b05-51d3-8c22-7eb95b4c79a0,indomain_banded,yc,No Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__84a0997f-9fa5-5a2b-8c88-4339ae15ebef,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,84a0997f-9fa5-5a2b-8c88-4339ae15ebef,indomain_banded,yc,Potential Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__ff6ef9e8-6043-5eef-84ff-c3c454de5b90,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,ff6ef9e8-6043-5eef-84ff-c3c454de5b90,indomain_banded,yc,No Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__e5cf42dc-ba3c-5b0a-91d9-8e71f14154ef,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,e5cf42dc-ba3c-5b0a-91d9-8e71f14154ef,indomain_banded,yc,No Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__5a3826eb-4f5b-56c1-8d36-9f43eab3b139,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,5a3826eb-4f5b-56c1-8d36-9f43eab3b139,indomain_banded,yc,Good Fit,1,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__6fdd506a-75c7-5795-a9ee-80ecfd4e0aba,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,6fdd506a-75c7-5795-a9ee-80ecfd4e0aba,indomain_banded,yc,Potential Fit,0,
a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac__98806985-b67a-5d63-9a2f-9086f53d597c,1,generic,a2,a8dfaf0c-b8bb-5338-8e3f-2b1e5a0b36ac,98806985-b67a-5d63-9a2f-9086f53d597c,indomain_banded,yc,No Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__6690ca5d-aa69-556e-9e47-a06695e15218,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,6690ca5d-aa69-556e-9e47-a06695e15218,indomain_banded,yc,No Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__ae04c13d-01d4-5a0e-a08a-e7b3b017dbff,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,ae04c13d-01d4-5a0e-a08a-e7b3b017dbff,indomain_banded,yc,No Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__1ed648e8-ebae-506f-98cc-c35830cbdcf8,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,1ed648e8-ebae-506f-98cc-c35830cbdcf8,indomain_banded,yc,Good Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__9a11e001-e67c-5eaa-8950-109f24bf53fe,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,9a11e001-e67c-5eaa-8950-109f24bf53fe,indomain_banded,yc,Good Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__e7bf9748-d6ed-5d5b-8e77-3c29e9ccbbfd,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,e7bf9748-d6ed-5d5b-8e77-3c29e9ccbbfd,indomain_banded,yc,Potential Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__c39f76d9-db57-5105-90fb-5edd5d4bbc04,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,c39f76d9-db57-5105-90fb-5edd5d4bbc04,indomain_banded,yc,Potential Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__03604585-88dc-5132-8e9c-f96dbb8e9dc4,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,03604585-88dc-5132-8e9c-f96dbb8e9dc4,indomain_banded,yc,No Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__9e743854-4886-5258-8bb8-4b1ac332f52e,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,9e743854-4886-5258-8bb8-4b1ac332f52e,indomain_banded,yc,Good Fit,1,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__752b65e3-e82b-55dd-867e-16a5f9db72fe,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,752b65e3-e82b-55dd-867e-16a5f9db72fe,indomain_banded,yc,Good Fit,0,
352781ec-86e3-5363-bc65-7b6f79cdcfe2__ed255bde-a1c7-586b-b622-90a63e2da68f,1,generic,a2,352781ec-86e3-5363-bc65-7b6f79cdcfe2,ed255bde-a1c7-586b-b622-90a63e2da68f,indomain_banded,yc,Good Fit,0,
b82ccdd2-b0e1-50ee-8213-625f677ac416__a2adf90d-8c9c-5f05-9317-d52ff2c2c8d6,1,generic,a2,b82ccdd2-b0e1-50ee-8213-625f677ac416,a2adf90d-8c9c-5f05-9317-d52ff2c2c8d6,indomain_banded,yc,Good Fit,1,
