doc_id,doc_type,region
00101b3e-8cc1-54ca-8b40-d3aa96b67436,cv,train
00102c67-f450-5c60-9ed1-7107f7a3da15,cv,train
00108bf9-a965-52bd-a18b-d8ac590d8e8b,cv,eval
00108e61-9fb1-5a04-814e-e413a491b6fa,cv,eval
0010c22c-a302-5ed5-a185-31ff938b3e51,cv,eval
0010ed2e-a9e4-57ad-b901-6625d5c51bf2,cv,train
0011a477-1413-5532-a5a7-f1486f0595bb,cv,train
0011b0e9-f023-52f3-a10d-0bdc5c6a7fb9,cv,train
0011b6e4-873e-528a-9124-f5df43cd5f05,cv,train
0011bd0f-e249-52f6-ba29-b91d0b3acce9,cv,train
0011ed48-00bc-5010-89dd-613a28996956,cv,train
0011f47f-2cf3-569d-beb8-26ec3822d883,cv,train
00127ca7-45be-5296-bfe1-ecc608aef867,cv,train
0012fc6b-d9c3-55f7-8670-a8103ab8dec5,cv,eval
00134692-f040-555e-8256-fd2245e4f7b9,cv,train
00137a99-837b-5189-af94-a9c4c8638347,cv,train
001416dd-14d8-5a26-a9a0-f59841797253,cv,train
001426c0-b5e2-5add-b94c-b6f8eeedf134,cv,train
0014b908-2908-5051-a8bc-240b82230d74,cv,train
0014f753-ed9a-50f2-8544-042a6cc8d512,cv,train
001579a5-9819-519d-adcc-83e03100257c,cv,train
0015802f-5741-5e84-ad86-caaeac083486,cv,train
0015a4d3-721a-5038-9085-f002ce6a0c77,cv,train
0015ee3b-69e7-5a4e-a861-624e04cdf7df,cv,train
00160569-236f-5418-b324-0474333f4cdf,cv,train
00167380-7509-55ff-afe8-ad036106d146,cv,train
00171186-bcef-517f-8b39-3ac4578a217f,cv,eval
00173db7-5050-516a-87c2-ff4e97c191fa,cv,eval
0017bc28-3d72-575c-8243-ec6a1e6b4fad,cv,eval
00180fcb-2c77-5082-8218-db294b6781d7,cv,train
001810ba-7c6f-5817-9fbd-c5fe82cbeb61,cv,eval
0018399c-7b2b-56d7-b51e-ec119f750b28,cv,train
00183fad-d868-5e4a-afb0-4785c8afb097,cv,train
0018e976-6db1-5d31-887e-4a104df399e1,cv,train
0018f2eb-b427-5c71-9dc9-0cf8b3472f7c,cv,train
00192288-e083-5926-9307-f6894c28191f,cv,train
001928e3-f426-51ec-b0d5-b9da8f53e0dd,cv,train
001968d9-b46d-5e51-a2e3-bfde32765767,cv,eval
0019824d-e97a-5b41-a529-ee823bd03610,cv,train
00199f53-a9a6-5270-85e4-84498d1a949c,cv,train
0019b20b-7695-53e4-adc4-4a864f3e6676,cv,train
001a7a06-e0e4-5641-879a-00476a4efb6f,cv,train
001b585b-bf8b-56ce-9882-1b4b46ad5316,cv,eval
001b6fd6-cc63-5d7c-921d-67dc9d22ceea,cv,train
001b9a43-9a3f-5d79-839f-fa0a8fd78168,cv,train
001b9ccb-9154-5216-9e0e-1c1e825c7336,cv,train
001be15c-9df1-51e8-8061-3960c5f609b9,cv,train
001c2953-9cbb-5099-8d29-c22a000f5406,cv,eval
001c5bf4-d1f4-5ded-9ba5-c57ca19d9398,cv,train
001ca049-2997-573c-8481-8b2463018127,cv,train
001caea3-03ac-5d97-b863-574cc5eaee5d,cv,eval
001cf65b-c2bc-5c05-b7c5-c15a61d6db4e,cv,eval
001d0bb2-67f2-54eb-b943-6fc251916e4f,cv,train
001d23e4-0622-5a69-a0a3-72e9203e9a99,cv,train
001d3523-3835-5caf-a555-873e97af3a67,cv,eval
001d787f-abb9-52c2-8ff7-44f360217184,cv,train
001dca0e-a731-5365-8122-bacd959be381,cv,train
001dd4b4-a83f-567d-accd-d7c036f2e2f3,cv,train
001df40d-d92f-5837-9fb0-a88a3bb4d2b7,cv,eval
001e063b-5278-5ed8-84a5-58d54446b1d3,cv,train
001e6fd0-e317-5cc1-9737-1dcd9d9d48b2,cv,eval
001e855c-92ac-511e-917b-1c700ebad0dd,cv,train
001e8aac-715f-5967-a651-bf02717bf795,cv,eval
001e952a-b18b-5014-8872-87cead896341,cv,train
001ebe02-de54-5fd4-91f4-0bde7d0b0418,cv,eval
001fd6e3-fc14-574b-aeb6-fd674f6938f7,cv,train
00207cbc-2b87-55ae-8340-8d7a596d3a33,cv,train
0020a3d8-cdb7-5d76-8ea7-6a0714866aa5,cv,train
0020a5fb-d58c-54b9-a6d7-e5fc01f3d0d8,cv,eval
0020bb57-634e-5a12-aae3-3afef684eac5,cv,train
0020e304-69e6-56e6-9e16-ab02e02f60f8,cv,train
00218629-911f-5349-8806-e2826075b439,cv,train
0021c30c-32d6-5499-8155-c26630964ac3,cv,train
0021f510-93fc-59c1-91f7-3927458135f4,cv,train
002225e1-21b8-5ea7-9f0c-5e2845186ad5,cv,train
00227206-f658-5a38-950b-ef05ba63ce14,cv,train
0022c545-7e4e-5f2e-a36e-e730e425771d,cv,train
0022e522-20ed-5758-bfbb-8d5f091a3b5a,cv,train
0023705d-cbce-5a3e-bf5a-d3634813e584,cv,train
002378e4-6308-5244-aaf5-56a55b5b4c68,cv,eval
0023d0f5-fb9e-5e09-8f16-67553dae80af,cv,train
0023f331-3592-55cb-a90e-72eb77761ce7,cv,train
00240738-35ba-5c7e-9ed1-3d6169430705,cv,train
0024268b-4f78-58c3-959c-50075402030d,cv,train
00242fb8-87d5-5fdf-9027-72153763cf3e,cv,train
00245e96-6a84-5ef8-af3e-a651a7f3fce4,cv,train
00247972-d18e-5948-8f26-c5aef22ff2ae,cv,train
00248aca-6614-534b-b3b3-92c8f758e75c,cv,train
0024bf28-d333-585a-b2f1-9ca64f020d2c,cv,train
0024d318-1834-5745-8aa2-3ffad3f8d105,cv,eval
0024e7eb-b9c6-5b3f-bc92-c4c414cbdff6,cv,train
00259d3e-6830-597c-a4c3-a0ed9fc866d5,cv,eval
0025b539-28b9-51eb-aab8-4276c7d81801,cv,train
0025e86a-f276-5725-a8b7-e73339c84fe7,cv,train
00261ade-c5c4-5bfc-9b52-1cdcde87eacc,cv,train
0026c239-929a-56ce-80ad-f5965977ca9b,cv,eval
00272183-647f-562a-9192-a129087341a3,cv,train
00275ae7-907b-5f08-a6b6-48bf12b87085,cv,train
0027eae3-66e4-5379-a83e-82463004a7c8,cv,eval
0028031b-97b7-5b39-b123-cbf9adbc4a3c,cv,train
00289cdf-9a0e-538e-8302-2bbcaca75a4b,cv,train
0028fef6-2134-5cf9-8b26-a2ef1a00df08,cv,train
0029091e-87e5-5b78-be4e-96d52042f6ea,cv,train
00290b1c-d4c5-5b7f-a402-588491e912aa,cv,train
002915a4-84db-5402-ad12-63e127e790ce,cv,train
002a0cc7-ab90-514e-b56e-807d6da7aaa8,cv,train
002a122b-6b76-5eb3-830a-42ebddb831c6,cv,train
002b5a78-398d-5ecb-aa12-8a982e9d36e9,cv,train
002b7d1b-2365-5104-87ce-7a718fb23225,cv,train
002bad84-2605-5b4d-a7a9-cc925beaa895,cv,train
002c02d5-3774-5faa-8772-06c4b5516ba5,cv,eval
002ce017-2af5-5bd5-82d2-fd98a170a5a8,cv,eval
002dc0e9-ad84-588a-9367-8e6dcd5eafaf,cv,train
002df8a5-1dea-5863-bcf3-0cb154f758e4,cv,train
002e3714-7fa8-56a9-a050-b4d02d18b01b,cv,train
002e4bff-6842-5caa-8df4-80a340a0f965,cv,train
002e5f30-e913-56f5-a03b-6dbe2c16207d,cv,eval
002e7f13-ac74-514b-b174-49ce78daee2e,cv,train
002e8a74-d669-5d41-a010-fb60b5b7ee35,cv,train
002ed9e2-a143-510a-9a8f-690630d3d4e7,cv,train
002f37f8-535a-5629-8598-2000242100fa,cv,train
002f5af0-c818-57ac-80ff-1ff8f126ca3e,cv,train
002fe709-25bc-5122-94f6-ccb1b307c84b,cv,train
002ff968-48dd-562d-8790-a336d3d43b1f,cv,train
00305f37-68e1-5a4e-969c-bee97ba94fd2,cv,train
00312ae8-efca-58ae-a9ef-63bed09bde12,cv,eval
0031b421-b317-5414-a043-d35d5fff2543,cv,train
00326542-4e5a-5631-a461-323e51f6db5a,cv,train
0032ba9b-53c7-5cde-87ef-f7e931a98559,cv,train
0032d0d5-6246-5f35-8763-ad4b2b07801f,cv,train
0032e5b4-b003-55c7-a654-fc9b5d832002,cv,train
0033214f-147a-5a35-9528-f7875abe8bab,cv,train
00332221-772e-598d-bff4-dd483f9f25f1,cv,eval
0033e80c-8c77-53de-be45-5efad9044630,cv,train
0034544a-19fe-5459-9c06-9e80a3efbf1c,cv,train
00345aa3-36cd-5a0d-a87a-35642e766031,cv,train
00347954-00c4-5bbb-9634-b96997ffa909,cv,train
003565fd-38b3-5b7a-8f71-22904515c4fd,cv,train
0036162c-02e3-562b-9a41-a9d0f0758a0b,cv,eval
003623e8-0ac5-515d-8f71-268b453317f0,cv,eval
00368c53-36a2-53da-afa1-e44805ac78cd,cv,eval
003698cf-a829-533c-8f9c-98b8c33b7122,cv,eval
00370776-367b-5a1f-b2c5-2aa3659fbe15,cv,train
00371451-21a4-577e-8f07-dba59ae6b120,cv,train
003766ad-811f-5f7d-b104-a098a172f86f,cv,eval
0037cd66-68a7-5229-ac60-7d833bd41de0,cv,train
0037e93d-95fe-57c4-a23a-8ce40eccdb31,cv,train
003872f6-36a1-5aad-a864-613c75fb3865,cv,eval
0038d4c9-7172-58df-b638-c4c02d19114e,cv,train
00390568-6ac9-5214-8bd2-a5edde311d56,cv,train
003915fe-5b04-5a34-a132-936f6b35f714,cv,eval
003a0756-eecb-560d-8ad1-dd3f5b2c34a7,cv,eval
003a545c-1041-5b98-8dd9-bb4bf6f5b993,cv,train
003a6895-5fa0-53b2-b4f4-8d882e69bc83,cv,train
003ac56a-06cd-5610-803f-2ade2ac54a2d,cv,train
003ac7e9-8acb-549c-9fd8-e3396c3eee24,cv,train
003b3db8-11b0-559a-a47f-4ffbdc636d7c,cv,eval
003b82c6-8cde-5f99-83b5-4040dfbbd1e5,cv,train
003bf3e9-f1a5-58d5-9ff8-8e526315b0aa,cv,eval
003c2e71-e40e-5b6e-9462-f1826f8c1903,cv,train
003c3a43-5104-5a08-bee1-da38ffa5ecb2,cv,train
003cd7bb-bed2-5614-93b0-c044480184a2,cv,train
003ced33-79b4-591e-a412-3597dc2becb8,cv,eval
003d267f-fcf6-5ec5-9d45-cee250cc23a8,cv,eval
003d4a41-4872-5196-bd3c-486cd160f3d9,cv,train
003deb2d-fbdd-5cb5-b122-3cd0a13ddb61,cv,eval
003e0b08-4c94-5830-bdb5-c6418a4a47f8,cv,train
003e2f3e-a0d1-50fb-ae18-99d7af6d9975,cv,train
003ed6b9-9640-5c5b-a05d-8dc062430a28,cv,train
003f2a14-59ce-5d44-8326-f5d91597d3e7,cv,train
003f2b58-7c93-5035-9c50-83d38c3486bf,cv,train
003f7bd1-0504-5ff5-bfeb-65b5c4de671c,cv,train
003f7f9f-728f-5585-aa07-84523b0730b3,cv,eval
003fa8c9-7e52-50f0-982e-433c66f3064b,cv,train
003fd023-a234-50e3-97a8-4224222fd9e5,cv,train
004035dd-e220-5ec8-9227-db806377b3d8,cv,train
00404e2e-3c4d-5232-858b-cdc51a6808bc,cv,train
0040cf66-5d03-53a3-9953-5f06f092e50b,cv,train
0040d594-bca4-58be-b2ac-6eb91f8bf685,cv,train
0040da06-ac59-5143-94dd-ad52a89bf7ec,cv,train
0041be76-1ed5-5589-8956-4ba157002c13,cv,eval
00422588-390a-5be4-889e-c4fb5fc0021c,cv,train
0042c0b8-a655-5f9d-9ca1-aa8da1016568,cv,eval
00433268-2ac6-5374-b778-37d382b4cb1d,cv,train
004348c2-c017-52a5-bdfa-3f96d60c0684,cv,eval
0043ca1e-a90a-5660-82ee-394340876c8e,cv,eval
0043d440-9ce1-521a-992b-bc023a8627ac,cv,train
00445019-e6be-5c6f-b2e0-05de80ae5b1a,cv,train
00447dea-9d7b-5605-8c1c-05af59ba6396,cv,train
0044bd54-f0a4-5baf-8e59-37d17b2504fe,cv,eval
0044ef87-8c84-5907-a7f5-f9f0fe2cff1b,cv,train
0045395e-e327-5e56-8a1f-d397f1f4de90,cv,train
0046a85a-b0c9-51f0-9750-a1a40e0f7f9e,cv,eval
004720b1-dba4-5ade-84af-a0bea948f345,cv,eval
004743dc-69f1-5781-8b34-c43d4cc7f19e,cv,eval
0047744d-3ce9-5f8a-82a0-1622244cfdc7,cv,train
0047cef0-16b6-5cfc-aeae-5baf0e1415d8,cv,train
00489293-bd3a-5d8b-8c62-79e2b77f8235,cv,train
00491b0b-2c8e-5f4d-b7b5-40edacf2b8c6,cv,train
00493cd3-31da-5e63-9d27-3eb94441eb98,cv,eval
0049a6bb-fbf3-5e9f-a6fd-edb662d4445b,cv,train
0049b224-bfd2-55ef-acdd-7b7a73dfae40,cv,train
004a30be-74d6-5b41-88f9-a9ce2ef14613,cv,train
004b4677-64bc-5960-af15-34e203438d59,cv,train
004b520f-076e-5328-bf4a-8b1f51c03742,cv,train
004b8e5c-35e2-5997-8869-f4b1c8954e3f,cv,train
004c2ddb-4c8c-52b6-bf8b-96cb8085bfe6,cv,train
004cc63d-55f7-52db-9a81-fdb0896cb0d4,cv,train
004cfd2c-53f9-5e11-a9e0-0d22e5ef0f39,cv,train
004d164b-0c6d-5bba-8748-d8722f611242,cv,train
004d3f13-0e96-5634-a9b7-b510bb0858f8,cv,train
004d67ab-7a96-5f58-9bc8-0e1f87cb466b,cv,train
004d7ed1-3a08-5215-8dec-dcd32b144f15,cv,eval
004dd0f1-0420-56ad-8e5f-2a2660ef0df6,cv,eval
004e674a-f696-5032-b015-6421f74da2dd,cv,train
004f3e63-2087-5179-9014-858507f970aa,cv,train
004f6c83-3d1b-561b-b623-e7f8e55eeddc,cv,train
004f92ac-cd0c-54ad-b222-648d8dd747d5,cv,train
004f944c-9b9b-5c44-8004-6b925e6e4a0a,cv,train
004fc030-496d-5c23-ac78-4e48c2d61269,cv,train
004fc379-f840-5047-9b16-58ff71d01992,cv,train
004fcf6d-bed1-570d-b1cb-c0fef9886cad,cv,train
005000e7-629c-5767-bdc9-be06aba194f5,cv,train
005018ce-9bc1-53b1-9d6e-e858628dbd90,cv,train
005076e2-3886-5bf0-911d-60e9acacc9b4,cv,train
0050ac51-4194-5f6f-a5b9-8a53d06b3550,cv,train
00514395-7d7a-547d-ab5f-448eafb836e5,cv,train
005189a4-2946-5836-a5c4-00c6839b6868,cv,eval
00519443-4832-517e-8806-ddaf86a1884e,cv,train
0052c9f5-4e0f-5edd-b324-88dacf68b590,cv,train
00537905-8ae9-54f9-abb5-3110bfc65cbf,cv,train
0053c386-32c6-5c41-84c4-1d9a49d3d216,cv,train
00547d65-6b1f-5ae5-8150-61f796125b57,cv,train
00549744-a188-50c2-8374-03daad25e001,cv,eval
0054bcef-c379-5462-b773-2a4adeaa12d1,cv,train
0054edc7-22bd-5bec-9e11-18fcd16ce575,cv,eval
00555319-2514-5d95-9859-2d62365954e4,cv,eval
00557274-cdf4-5d6f-b615-597483056816,cv,train
00557719-7fb2-5fd5-9970-43551babad1e,cv,eval
00558dce-fd74-50ca-a551-52a15ab1f071,cv,eval
0055a2ab-faac-5b8a-bcc0-616fbeff52c5,cv,train
0055bc15-9d69-5ed6-a6d9-1d85cf1f572d,cv,eval
0055f0fa-efd2-5d75-8d5b-91559c28e8c3,cv,train
0055f693-0d77-5ae6-95ae-3e89b34dc75b,cv,eval
00565138-0331-591a-a0e8-1d609d58d5ed,cv,train
00568085-face-58b4-bef3-a7bae210db11,cv,train
0056e169-6f1d-5e16-8b5d-6604e672dd1c,cv,train
0056eeda-6f7c-5c75-bb8e-e0d1f602f296,cv,train
0057800a-3513-5483-bac1-f7f26cd67a7d,cv,train
0057a18e-7c70-5d11-a379-8a444257f020,cv,eval
0057a476-8506-5f3a-8453-b17689f6f27d,cv,train
0057b14c-f6bc-58b3-bf7e-bea5a5fe1af0,cv,train
005802fa-8afb-5085-9364-25f4d3eb0661,cv,train
005875eb-d334-5d38-ab1c-8b9c77bef61e,cv,train
0058cf95-fc94-5c7d-8f1e-d696cc705abd,cv,train
00596a77-3912-52e5-b599-4999cffa2cd3,cv,eval
0059cb88-5441-5ffc-9268-c147b6541d46,cv,train
0059f79d-da4f-5547-93c4-dae08a6067e4,cv,eval
0059ff28-a2b0-57de-8650-9f893d86af4e,cv,eval
005a961e-293f-577f-a786-be188563da90,cv,train
005ab9e4-bc23-508c-ad5a-55bebca78dca,cv,train
005ae04e-06a5-542b-b73f-ae9fcae28716,cv,train
005b1d7f-91d2-53b0-beb9-25e75de092a6,cv,train
005cab22-5f8e-5d0a-a9f7-39558d363304,cv,train
005cf6df-ce22-5432-81d1-a7a6ba42319d,cv,train
005d0db1-c0d7-528d-a203-b491cb32049a,cv,train
005d37e2-cf74-5535-be7e-48ded4d1ee25,cv,train
005d6387-4b8d-5e47-9bfb-26de29530c4c,cv,train
005d8618-4aad-564f-a8f3-b3ef149f0aa4,cv,eval
005d904e-b747-57ce-9a03-f7f12023cb91,cv,eval
005dd031-fc49-581a-b564-ff81bfef6ce9,cv,eval
005ddfc6-1c67-5668-aa47-d8800e0048ee,cv,train
005e2293-e288-5f3a-ba75-98fc620b7e4e,cv,train
005f5463-f81c-5141-9979-333dec76a903,cv,train
00607f87-a5b6-541b-9140-526621c861bd,cv,train
0060ad6f-d0c5-5a57-a6f7-68e6f11c3efd,cv,train
0061760b-506c-5ea3-9cd4-26bf36ff61e7,cv,train
0061b599-b3d7-53a8-8bf5-91299da5c652,cv,train
0061c838-710a-5a0b-afe6-760f4e94161d,cv,train
006265f5-715c-59a3-b6d5-2a9dea129aef,cv,eval
00637214-3eef-5edc-bc1d-c629771315d4,cv,train
00638e73-bd81-5183-a6e1-9dbe1ef5b590,cv,eval
006396dd-6c70-5923-8bdb-0ba8da76a03f,cv,train
00639eac-8720-553c-98c0-f3ebd592d404,cv,train
0063c48d-c50c-5064-aa70-84216b6bbbd0,cv,train
0064001c-985a-548b-98a8-6309327a242b,cv,train
00642079-1b6d-51a0-b161-02b493240b5a,cv,train
00642ffd-f2c5-57aa-8925-e0f66edf8f31,cv,train
0064e8a0-7636-5900-bc47-a0dfd89297b7,cv,train
00654059-35de-5cf2-9914-f5affa6ca366,cv,train
006540e3-4614-5b96-8ec9-9dd444d06adb,cv,train
0065d45a-ebbf-54b4-8fd8-069a9f3fcced,cv,train
0065f2d1-71e0-5e9a-9410-7c7d43bdefd1,cv,train
00663d0c-d297-5fe7-a4ab-4a38b6fb279c,cv,eval
00664806-db8f-507f-abf1-11ee593d9f56,cv,train
0066a040-cf74-54b3-a106-39b146d16c50,cv,train
0066c9df-1ce9-5eb5-b89c-3a9b96f6a1b2,cv,train
0066d3e4-8582-52d4-9d1c-817e7042d5e7,cv,train
0067d2ed-e8d6-52ce-8196-cd2c21106245,cv,train
00681142-5c7c-54da-97bc-ec0a5064eaeb,cv,eval
0068847d-7446-5b35-bca0-90870c79073f,cv,train
00694e81-ff07-56c8-8163-162a325b3d1b,cv,eval
006953d1-f23f-5b0f-9957-253fd0e62574,cv,train
006956e3-0946-5469-921e-721be6670631,cv,train
006a5d52-e8b2-51d4-8b7e-ac8c571a85e4,cv,train
006a7f52-cf25-51bc-88c5-23cbb0e87e84,cv,eval
006aa342-9ca2-5e24-a890-4c7b6192e885,cv,train
006abcea-e9ee-5590-8597-c6662add7fa0,cv,train
006b04c0-55ad-574c-82d6-6f696dc4c345,cv,eval
006b0534-b28c-5a16-b1fd-bd4534cb8d56,cv,train
006b0771-50e3-56e1-859a-afce068c6c6e,cv,train
006b23fe-9139-5d75-a395-f1d12b0e3408,cv,train
006b3507-c3b8-5e3c-9017-5bc6ecf7ade1,cv,train
006b7e81-dda1-55fe-99a6-3d6fc128a951,cv,eval
006c17db-02f8-5584-ab36-83fff7b92968,cv,train
006c7e59-c48e-509d-8964-12d4a6c36776,cv,train
006ccc5f-a15c-5161-a673-af6fd116d597,cv,train
006d54f4-9ee7-54cf-ba79-a609c343371e,cv,eval
006d69cd-1773-5d2f-9a7c-7d3be659fe33,cv,train
006d70ff-5621-5dd2-9ea4-733f42ae54b0,cv,train
006d99a7-b4c1-55ac-b0d6-a86eadffd142,cv,eval
006e0453-0a66-5964-ae41-d76d71b56f63,cv,train
006e6394-056e-50a6-8910-7868002e3817,cv,train
006e8d68-df54-5b67-b534-1e7ba7809fb7,cv,train
006f567b-2f1d-5b13-875c-737f53b55284,cv,train
00700840-4b6a-5f46-b2d3-3a2f1734d6d9,cv,eval
00704e69-c6dd-5bd6-a60d-4fa5486948a7,cv,train
00705365-2b85-5639-9b8e-bb44e1c4ba72,cv,eval
007055e9-9379-55d6-af8a-6d18b6b6e7d3,cv,train
00706913-1b12-5301-9068-3666e6aef4a6,cv,eval
0070699d-afba-5800-a0d1-f74b30072202,cv,train
00707bd4-9d68-53e1-ad84-e308eb428b4c,cv,train
0070c934-a5a2-58d1-b48f-5282f559e057,cv,train
0070ec6f-c83d-53d4-a1c0-5d140e6b9d5e,cv,train
0070f0e5-1335-5e55-ae2a-e43fc631f534,cv,train
007107d3-e917-58db-af6c-f18559845ca6,cv,train
00715aad-fbd1-5430-a8e2-8df43f7d54e2,cv,eval
00715b29-967b-59d8-828a-fd83a7d1dc09,cv,train
00715cc7-4b6a-53f0-b93a-6de7a714c2e6,cv,train
007187e7-d9e0-53c7-a4bd-9a461e79264b,cv,train
0071d8e4-177a-5142-a433-151050418982,cv,train
007224df-3a3a-55a9-bd61-15be3e2882a4,cv,eval
00723148-95d2-5465-a9d8-6307126be579,cv,train
00726fd0-3b7d-5dbd-b201-42107321142e,cv,train
0072e55a-9cf6-5a96-befe-0acef84aba13,cv,train
0073b6a1-f7ef-5a73-b59f-8c45a96801ad,cv,train
00745ab4-2d62-50bf-9dd8-014e3d77becd,cv,train
00746139-d099-5e18-9e6a-9b92d1dff190,cv,train
007533e8-2c79-5237-8b41-46e31189bba8,cv,train
00758fcc-09b3-5c7f-af6d-48df31190b6d,cv,train
0075ae1d-3572-5654-87db-ee866fe7838a,cv,train
007623a9-0149-5e7e-a10f-8db082bf4c6a,cv,train
00762bb7-1762-5f50-84c7-d24a39492d74,cv,train
00767118-0c40-5dbc-be1b-e45d15296f76,cv,train
0076a251-b7e8-5b3c-841d-c3cbbf7076cd,cv,train
0076eb16-b5d6-596f-a5f5-62e22a9ebe8c,cv,train
007739d3-2ab6-56ba-ba3e-323471b2ef28,cv,train
0077b6ea-ff65-5bfa-ac6e-a9811b326c1c,cv,train
00784ba5-1987-52e2-986f-9ceed7c4dc4c,cv,train
0078a808-2bf1-5de9-ad08-236444d12ba4,cv,eval
0078cfef-727b-59b1-8bc8-37525e69c912,cv,train
00794952-3796-5f37-9b84-b69b128bdf7b,cv,train
00796204-1be6-5bb8-af39-c5a87cd5e33d,cv,train
0079db8a-91ae-53d0-9249-888283750bdb,cv,train
007a087d-142a-5796-9fc8-33d5355f8ee7,cv,eval
007a690a-291d-54ee-b309-23e67b441757,cv,train
007b3b27-1983-5f6b-8185-9b963a090075,cv,eval
007ba21b-4efd-571f-a2e9-ea4c8284d909,cv,train
007c14a7-70e1-51b0-b24f-500ea10af4c2,cv,train
007caaed-3321-557f-a71c-f9591e8428f1,cv,train
007ccd0d-a2ad-5bc1-9bec-5cbf9121ca55,cv,train
007e24b0-f810-51bc-a7c0-935bc7f1996c,cv,train
007f1453-0ecd-5957-82af-8dcbae954b81,cv,train
007f4c04-0177-5538-b112-b7986f516dbb,cv,train
007f9a38-a8d5-54fa-8fd0-afbb7504b9e2,cv,eval
007fa6f3-23ec-509b-837e-02ade49f8ca9,cv,train
007fad7c-7578-5168-a0b7-12d82263ec09,cv,train
00806965-b814-539d-a84f-78672134d7b5,cv,train
008102eb-bfb6-5df4-b08a-e0ff30e13be9,cv,train
0081734b-06a3-569b-a33a-6c8dd3e16a9a,cv,train
00817ab9-db79-53f6-9d94-b1cfd795f813,cv,train
0081ebb7-ffe0-5d97-8841-3473e1e5300b,cv,eval
008237da-9d4d-5af4-ac91-636451f4bd4d,cv,train
0082435f-dcaf-50f8-8b8b-a961dc941490,cv,train
00845757-4b95-5487-a660-f0d15addbca8,cv,train
00847e40-8a18-5396-8107-f3a55d2bcd46,cv,train
0084c381-ce20-5270-b93c-8677e331e3f6,cv,train
0084cc40-cbd1-5a3e-9564-8a8e0b16baed,cv,train
0084cf6b-6504-568c-abe3-3d8882309207,cv,train
0084d5be-d4b9-50d2-8704-bb58a269aa04,cv,train
00851a45-9513-50c6-9a38-da908685cf54,cv,train
00852242-243f-5951-8e31-983754b7edad,cv,train
0085b00a-48a8-5503-a6f2-6c67a56824bd,cv,train
0085f0fa-4e52-506b-bfb9-942658d0522c,cv,train
00867672-97cc-501d-b4f4-286ac8d6c70d,cv,eval
0086a670-0a14-5026-82d0-864f8feb3768,cv,train
0086ad89-3b45-5664-b2d0-819400d731df,cv,train
0086ddd0-27d0-592a-9c38-a81b49eed1d5,cv,eval
0086e2c8-7dfe-5bc3-af5d-5a25536e8b19,cv,eval
0086e398-fe51-572e-9589-9b0162efcbe8,cv,eval
0086fd92-3c52-595f-ab26-dc361385bf64,cv,train
008813b0-4f02-5cd7-8877-11b5df772922,cv,train
008877bf-3550-5464-929b-359929e95be9,cv,train
00894d06-611d-5dd7-954d-31347d3b89d4,cv,train
0089d4c4-08a9-5077-a1cc-dbe7d2741a9a,cv,eval
