queue_id,corpus,query_id,doc_id,selection_reason,position
q_f6d72f7bb3ef,a2,bf6daec1-2487-5782-8b25-df9d12edec12,1b69d5db-595c-5901-8418-0d051f6c0d1f,indomain_banded,15
q_4b0cd0271f1d,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,20c5b812-c95c-5c02-8558-d14e5c64f417,indomain_banded,16
q_acde765b2206,a2,dd453aec-17e3-59e0-929d-5310d8538066,522fcc52-472e-50b8-80dc-45d939d3fea2,indomain_banded,17
q_9ee505ce0954,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,9620b250-7a7d-5a2e-846b-f4a6434676fa,indomain_banded,18
q_a273374f4236,a1,j_db1793c46788,r_1486e59ff040,a1_recheck,19
q_5feffc26a168,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,6fdeaec8-1928-51f1-aefc-3283fae84c4b,indomain_banded,20
q_f4ced3e9a33d,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,d40c07e6-2748-5518-af43-0c3dc40db7c3,indomain_banded,21
q_53fcb9166b83,a2,0b04e287-8e84-594b-b448-98ab6725580f,fc29d69e-5ddf-5ef6-8898-6ae11a623f66,indomain_banded,22
q_a1071c158f91,a2,624e4a73-e337-5dad-8e9a-84df8528f548,c9ad45b7-d5ab-51af-8266-4de5af6e3f14,indomain_banded,23
q_be8d5e0b1408,a2,0b04e287-8e84-594b-b448-98ab6725580f,442a484c-b14b-509e-b136-2b96f209f22b,indomain_banded,24
q_ebe0ee5bb7a9,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,63bbb2a3-ad95-5b31-bfc4-087c1d26591d,indomain_banded,25
q_ce6311b5ef95,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,a92f47ca-2d13-513b-aed5-4f910a0795ef,indomain_banded,26
q_2f6837c5a31e,a1,j_9aa590d4c265,r_282df938bf67,a1_recheck,27
q_c17b829f8d0a,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,2cbf7ced-c5d5-5531-9243-9ed46380956c,indomain_banded,28
q_bb1bfd6bb658,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,aa4bbfb6-5fd0-5be2-b5a2-29e1764b75c5,indomain_banded,29
q_898bc78d4347,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,371785c3-986a-5995-9d75-b27c52d3c2ad,indomain_banded,30
q_5f0f337661d7,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,577d8377-2940-5452-8e6c-8088c4973b69,indomain_banded,31
q_187142b37ce8,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,4a0b9f20-1852-5af2-9412-4bdb98cd6b70,indomain_banded,32
q_9c9f2844f3ba,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,7aec7523-9ca8-5a16-949e-30a945bdae05,indomain_banded,33
q_114e65dc0558,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,b1a8efc1-a619-521e-8055-db9379a4fcb2,indomain_banded,34
q_1679d4758588,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,015060eb-c922-54ac-9a54-16341ef6d126,indomain_banded,35
q_57db53136b8a,a2,624e4a73-e337-5dad-8e9a-84df8528f548,631e6744-de02-5df1-b80b-f60b34cd11c9,indomain_banded,36
q_8f91265ac6c7,a2,dd453aec-17e3-59e0-929d-5310d8538066,aaf8e4c7-bfbe-57cc-86b0-03c1f02bf3ce,indomain_banded,37
q_aa753c24fe2d,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,3c5752ef-9651-55a9-887b-099b5441ca2f,indomain_banded,38
q_ff656e117f7a,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,dd115fa1-61b3-5f44-a6ec-997e3924b343,indomain_banded,39
q_8b4d0132ff13,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,9ec65202-5ab0-5974-98e9-19a2be51c560,indomain_banded,40
q_1f4b0540b670,a2,dd453aec-17e3-59e0-929d-5310d8538066,62024b1c-d989-55d9-9980-16981d07f2f4,indomain_banded,41
q_56a4d11d86be,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,a7134aac-16f7-5b6a-9a42-4e4de3fc9f24,indomain_banded,42
q_0639c1b513ba,a2,0b04e287-8e84-594b-b448-98ab6725580f,748c02c8-c72d-56db-bb70-69b2b3a88377,indomain_banded,43
q_5caa96e93671,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,21e99480-a930-522e-8c6c-74a1faad3d64,indomain_banded,44
q_390922248df4,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,f4dcc9cc-abf2-5fb0-b5c9-b236e5ab7653,indomain_banded,45
q_0c9574647b2a,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,650efda1-fe1f-5eca-a52b-b97f22648275,indomain_banded,46
q_8bdd79256688,a2,bcf37686-a318-504f-9282-477bd03da13d,54cd0941-cd70-5249-adb5-56acc7589641,indomain_banded,47
q_923c4e9660ff,a1,j_743824dea57f,r_3d8d0b6b67e0,a1_recheck,48
q_dee514329060,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,9d8f7402-ccff-5ffe-9cba-42c00d2363a4,indomain_banded,49
q_9e5469f82115,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,0dcfc0ec-9a00-5a9b-ba23-83f8bed454b2,indomain_banded,50
q_036f5de57843,a1,j_f80734a834f5,r_d0a9a235028a,a1_recheck,51
q_7ff3165039c3,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,e6a4369c-4e05-5b57-9af4-ababdc977595,indomain_banded,52
q_3ca2c104dff8,a2,dd453aec-17e3-59e0-929d-5310d8538066,6a3ae6a4-0ecb-5ad3-8389-e62c0ca1d357,indomain_banded,53
q_cfed17c04a8d,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,ad6fe2da-b054-5cf5-9d01-8257bc50fe08,indomain_banded,54
q_b696df72f2da,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,8abdb85a-8920-51c5-b5a3-e838aace88bb,indomain_banded,55
q_4056a9d74fef,a1,j_8e2f16d04a9d,r_ca7ba98f2447,a1_recheck,56
q_18ac21ab78dd,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,7abafd55-47eb-5dd8-90ae-e9ba84c73e83,indomain_banded,57
q_88e8bb267e01,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,73805ac0-c0d2-5e46-9c76-8189096e6bac,indomain_banded,58
q_ce56b7e7a26b,a1,j_8ca4449bd123,r_9f41c250b6f7,a1_recheck,59
q_358ae4da0eb4,a1,j_6073c804c2b4,r_f4c1f212169f,a1_recheck,60
q_243bc7810ff4,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,f8469308-dd9b-57e6-aaa0-3b5d86670294,indomain_banded,61
q_11867ccd0a2c,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,6e7bde4d-79d9-5640-ae55-4e50053ee51d,indomain_banded,62
q_574fc5fe6499,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,937f63be-b781-572e-b24b-13a4264ab2f9,indomain_banded,63
q_f287c1f87b08,a1,j_0f46c793ecea,r_1492d7a5d4ae,a1_recheck,64
q_7130b596d406,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,0a46c8a3-af89-5f59-ac54-302fe79c046c,indomain_banded,65
q_cc43f02d9625,a2,0b04e287-8e84-594b-b448-98ab6725580f,a5070ede-22a0-5f2c-98ac-4c772d26857a,indomain_banded,66
q_8290bfe5b87f,a2,624e4a73-e337-5dad-8e9a-84df8528f548,1b1f5121-86ce-5363-b012-76c16c6af432,indomain_banded,67
q_4f2e20833885,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,3367d74c-494f-5b34-b2cd-b85d8e9a5a96,indomain_banded,68
q_615fd634b223,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,187e3933-aaab-58b2-985e-e3c7b2003814,indomain_banded,69
q_aa2b00a983a4,a2,0b04e287-8e84-594b-b448-98ab6725580f,5fa2ee92-e34b-51f4-89df-f57eeae6ffcb,indomain_banded,70
q_81f5c5738ae9,a2,d13583eb-022e-5e93-a514-96b6d01c9392,b9b9668e-b15a-555e-a6a6-44d5f559ca13,indomain_banded,71
q_3b4830514c17,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,7888124e-ddab-54b2-9483-c9784d85e768,indomain_banded,72
q_a785e4d42b9d,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,6631c8cf-4bc1-56a0-892c-2e51818e6aa7,indomain_banded,73
q_df04a6d618fc,a1,j_f4f1a1e6c67d,r_282df938bf67,a1_recheck,74
q_f388890ef518,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,e11cacff-d1b8-5f3d-b89e-380cd3c5da4d,indomain_banded,75
q_8749dd085b30,a1,j_ad805ae910b9,r_39101c81b1e5,a1_recheck,76
q_c7e1878d3695,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,0926c9fb-8762-5f43-9745-a597738d1159,indomain_banded,77
q_4893cba797e4,a1,j_f80734a834f5,r_39101c81b1e5,a1_recheck,78
q_3fdc98ecce20,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,a7d2b4e3-41d6-5430-90d6-9cbc3b38c0bc,indomain_banded,79
q_89fd1a8f75c5,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,8df9e919-e55c-5c40-be8c-75055e8c9e67,indomain_banded,80
q_d0834f31815f,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,dc3da8f0-5549-55d2-8b70-b5f61af3a73a,indomain_banded,81
q_16e0cf4e741b,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,a5a24b2d-6952-59bd-b46e-aa7e72651e6d,indomain_banded,82
q_d790135eb13c,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,9787be75-53f2-5629-ad91-56fb15582ee0,indomain_banded,83
q_4445245e573e,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,fe3cefae-0687-57cf-8526-6f460269cd98,indomain_banded,84
q_6f9553a024d7,a1,j_244f893f44d8,r_0817bbf617c5,a1_recheck,85
q_e73b4f1a015f,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,d0096e63-043e-5de5-9992-70119ab14b10,indomain_banded,86
q_374e7c840b68,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,b6c530f1-e7a2-5b01-a02c-beb1170b8962,indomain_banded,87
q_9b649eb80bba,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,84405bea-4bb6-514b-907c-1da38763c366,indomain_banded,88
q_c4580955001f,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,382ab170-7fc2-52ea-93bd-0ab16ef7db87,indomain_banded,89
q_c72ec52e86f5,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,4ceff4ca-1d3e-572d-a144-b29e2210cc20,indomain_banded,90
q_367716c94cd9,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,7d0b00fa-1219-5f49-bda2-27ba8b2636a5,indomain_banded,91
q_832d765bc02b,a2,dd453aec-17e3-59e0-929d-5310d8538066,c14984a5-68fa-5b4c-ba71-471847182680,indomain_banded,92
q_d4d6fea6681f,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,bb465b7b-ec4c-5945-9177-c8b13161510e,indomain_banded,93
q_c3d77025a24b,a1,j_18c5b7b4f2cb,r_e741e1ca6ee8,a1_recheck,94
q_cbd08042adb0,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,b6347d4d-87a0-57b9-9265-4f284823d2e3,indomain_banded,95
q_d672bcba458b,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,b87b9c95-40b6-57d5-b541-a560f0cfc9bb,indomain_banded,96
q_9f7f9131e820,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,6075af4d-47e8-5c60-82a6-799125f79010,indomain_banded,97
q_c2214a57808f,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,73a7c1c6-af40-5df8-87c6-ef4232513e17,indomain_banded,98
q_b50bc52f6236,a2,d13583eb-022e-5e93-a514-96b6d01c9392,676082c3-5589-5b2d-a1e8-b0f595cdfc9d,indomain_banded,99
q_d7a81a387425,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,e99f0fbd-0ef5-5990-bec9-97a5afca5b51,indomain_banded,100
q_6140558a0a45,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,e54c3e20-efab-594f-8106-4e00a0d60214,indomain_banded,101
q_d58d2ce6eaf7,a1,j_8eec52da017e,r_3d8d0b6b67e0,a1_recheck,102
q_5f2c16fb0f03,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,7cee9b79-78b2-5b3e-839f-4f87b6725505,indomain_banded,103
q_8ac9e666e9bf,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,85120d61-2bbd-550e-aea4-99781a6e730c,indomain_banded,104
q_e65aa2597215,a1,j_b1f71188eb64,r_9a1f6ae662f5,a1_recheck,105
q_dd59b19149a1,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,29feec70-cfb6-57f3-8462-7bf2418658a6,indomain_banded,106
q_eb819ebcd47f,a1,j_afad5d1e324c,r_a7ba46bfc48b,a1_recheck,107
q_bb615fa87c8a,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,afb659ff-2627-5d43-b16b-8161568eb304,indomain_banded,108
q_17aaf14fd2e9,a1,j_a1c48bac486d,r_c0f557bc6359,a1_recheck,109
q_086cac035f26,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,fd8ee08b-8b9f-5828-8dae-454a18414a2f,indomain_banded,110
q_bdda2acd94c4,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,4ef163d7-dbac-557e-8232-60ce927f042c,indomain_banded,111
q_77035e375a40,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,ec5013e8-75ed-52fd-8240-2dad8e323c1a,indomain_banded,112
q_77c4b78bb088,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,223a1ccb-2542-54c4-b188-41f40e512e5c,indomain_banded,113
q_163604655079,a2,d13583eb-022e-5e93-a514-96b6d01c9392,c10e6ca6-2a0e-57ab-9212-1e53497be003,indomain_banded,114
q_4fd1105925ec,a1,j_ab265623439d,r_af6a8343706f,a1_recheck,115
q_c95d5129f4d8,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,67dd00bd-444a-5280-98b8-f358c02e2fab,indomain_banded,116
q_7038c5cfba6a,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,0207241f-d534-594d-bf0d-645f15b12675,indomain_banded,117
q_f71b6a03863b,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,ccf47979-40ca-5e8a-835d-a274baf35ff3,indomain_banded,118
q_eb19c5a461a6,a2,2701fb0a-3208-5642-b9ed-c7475da92b79,4a57c819-1d39-57a8-bcf5-d90e7daf821a,indomain_banded,119
q_6f06bdf8dbe3,a2,bf6daec1-2487-5782-8b25-df9d12edec12,ca48282d-1523-5ba0-a0fa-f11a69d4af66,indomain_banded,120
q_9c0489a3bee7,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,c59b4411-67d3-57b2-bd99-a59544c96c17,indomain_banded,121
q_e45a5824dc80,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,47bf89bd-9691-5180-b3b9-9f7b02ab4b8f,indomain_banded,122
q_96e58005c63f,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,a53dd65a-4248-5d75-b362-933babe6bb81,indomain_banded,123
q_19641711afd0,a1,j_fc6de709764a,r_a4dad8e574a8,a1_recheck,124
q_c1e613977b45,a2,4e36c31f-4eb4-5509-b7ad-493d63573d80,5b8119cf-4b2b-5ee0-9720-eb94ad516f48,indomain_banded,125
q_f1cd5b8bebe2,a2,bf6daec1-2487-5782-8b25-df9d12edec12,4cc295c5-179b-5a4f-8a88-dbabd7ff7eef,indomain_banded,126
q_d0005b38962b,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,a0e6be39-baf1-5896-bf7f-5fc73b31d563,indomain_banded,127
q_4cc14707c717,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,f26508d4-21c7-553a-8809-8f58d0b9d7a5,indomain_banded,128
q_889e42608c25,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,1086b55d-a6f2-5d5f-bcdb-6fd5745ea1fd,indomain_banded,129
q_832c9589800f,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,7186102a-4a32-5b62-84e5-e39037393ed1,indomain_banded,130
q_1a19315cc57f,a2,bcf37686-a318-504f-9282-477bd03da13d,814c2844-3019-5bad-ab55-f6769c71d912,indomain_banded,131
q_b51ff8f36cb9,a2,777c8c4e-e2a6-5cfa-a87e-0ff547991a22,0ff20d14-74aa-5786-bece-46e388020d07,indomain_banded,132
q_2834a5d852df,a1,j_abdeb82e4b82,r_f0410ea9aebb,a1_recheck,133
q_122b3cb5f431,a1,j_654c6710b9c6,r_cfef6a354732,a1_recheck,134
q_20b8aa8c1bb0,a2,624e4a73-e337-5dad-8e9a-84df8528f548,4d8619fe-d3b4-5549-988c-55c42e04c55d,indomain_banded,135
q_91500372ffec,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,fd3cac68-42e7-5dd7-80cd-ec60d8bce4f6,indomain_banded,136
q_355c0979fcc4,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,79215ce6-7217-517b-b94f-d5fd593f6545,indomain_banded,137
q_d03b36c9b566,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,bb91ca26-9576-5a30-a880-2283ce329b3f,indomain_banded,138
q_53cb37eff824,a2,bf6daec1-2487-5782-8b25-df9d12edec12,20113ebb-6db2-55c2-932e-1a4e2c44847c,indomain_banded,139
q_1b0b705799b4,a1,j_8d88006f821a,r_282df938bf67,a1_recheck,140
q_cad50fa772a2,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,e783ba0d-1310-5128-8af4-20437b77af7b,indomain_banded,141
q_2b373bfc4c0f,a1,j_8eec52da017e,r_8034449ae083,a1_recheck,142
q_ad3604897f4c,a2,f4fb3202-2868-5d4d-9444-45c5760e3857,8c2dce8f-887d-5cab-b12c-0281b76fb504,indomain_banded,143
q_cc16685303ad,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,319a00a3-325a-5469-b604-47fbb3f1143f,indomain_banded,144
q_a7c4f9b1ce71,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,18cd3272-edba-5512-b82a-fb2e6b9f599d,indomain_banded,145
q_0c39d296c2a9,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,a64f4424-7818-51aa-b978-d2accdb151cb,indomain_banded,146
q_d37b31a13bad,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,2e847480-62ce-55f0-b480-4bc09faf4e88,indomain_banded,147
q_c77822f0d205,a2,d13583eb-022e-5e93-a514-96b6d01c9392,eadab7a4-3c41-533a-b858-97752197536f,indomain_banded,148
q_7301cb4fa60a,a1,j_b1f71188eb64,r_60d5e723d074,a1_recheck,149
q_089513fcef9c,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,baf9d3d7-866f-59a0-8b6b-637be8589e35,indomain_banded,150
q_1092e1c69420,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,a961948b-a031-5c5e-8fda-050ca4060d00,indomain_banded,151
q_45f02a08b667,a2,d13583eb-022e-5e93-a514-96b6d01c9392,191d8c11-eea4-5f65-9504-666ea180da6e,indomain_banded,152
q_728f136476a8,a1,j_81bfd39d8a31,r_6a87d731bc57,a1_recheck,153
q_195db690b0b9,a2,bcf37686-a318-504f-9282-477bd03da13d,b314f96e-5695-5c34-9666-fc3349a2c908,indomain_banded,154
q_982894e83176,a2,624e4a73-e337-5dad-8e9a-84df8528f548,e9cb08d6-d597-56b5-aedc-7fabe2a616b4,indomain_banded,155
q_54e0fb4eff06,a1,j_f5e9f3bdbe1e,r_a7ba46bfc48b,a1_recheck,156
q_30ba207e51bf,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,b3471393-4254-5dff-bdce-0528ba607d69,indomain_banded,157
q_96e031616bee,a2,d13583eb-022e-5e93-a514-96b6d01c9392,50c9fc0a-d058-539d-a921-24e14ba1458c,indomain_banded,158
q_2c12f6697d0a,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,2299c455-4c6e-573c-a4c7-20eeca8dae88,indomain_banded,159
q_25fcac27e442,a2,bf6daec1-2487-5782-8b25-df9d12edec12,4c94cbf4-82c8-5bac-aeb6-fc4145a8c789,indomain_banded,160
q_064b02dca789,a2,466f6e3f-2a7d-5247-97cc-0089b94bca0f,faf9e716-0b3a-5d00-93ed-0c9a4ff2301d,indomain_banded,161
q_9fc6ff4715de,a1,j_9114d6480e8e,r_4237404a46ae,a1_recheck,162
q_e0d69b1bba40,a2,dd453aec-17e3-59e0-929d-5310d8538066,9badec81-628b-5dc6-83a5-3534462deda6,indomain_banded,163
q_9416468d00c5,a2,bcf37686-a318-504f-9282-477bd03da13d,687cbecb-f9bd-52b0-bc50-1c74d3f70f97,indomain_banded,164
q_cb762b318b38,a2,dd453aec-17e3-59e0-929d-5310d8538066,397408fd-db63-5f4a-8618-59119f9e5c34,indomain_banded,165
q_6dc5e696afeb,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,b455e92a-2134-5c39-9679-00ccb66b76e5,indomain_banded,166
q_8d1c0921cfa0,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,00d04928-0ee7-560a-ba3e-f8f8d14a8dfd,indomain_banded,167
q_b984a089c92b,a1,j_f4f1a1e6c67d,r_9a033c9f29fc,a1_recheck,168
q_aa6d758ec5a5,a2,0b04e287-8e84-594b-b448-98ab6725580f,d2d03fab-94f7-5e46-8181-04394ba65f80,indomain_banded,169
q_8111b5bd001f,a2,4db862c9-85f1-529d-a2dd-a42e80a559c5,5a8e14e7-338e-5189-9372-2d5e80b752fe,indomain_banded,170
q_4c3599089799,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,8329834a-e4d7-51f7-89d2-58fcaa983152,indomain_banded,171
q_ce9a6bd7e166,a2,624e4a73-e337-5dad-8e9a-84df8528f548,fd5d7de5-015e-5db2-89e8-b5d9ee1714f0,indomain_banded,172
q_ff1bb316a055,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,abcb5278-ee20-5c1b-a07c-479f1ea286e5,indomain_banded,173
q_9e27b6aa84db,a2,0b04e287-8e84-594b-b448-98ab6725580f,4d06e60d-1ca9-5ca9-b89a-fe9bfcbef683,indomain_banded,174
q_66fba7b97a09,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,ac6e80ef-e804-5cb7-a367-18dbbbc3e013,indomain_banded,175
q_5abb74e57135,a2,0b04e287-8e84-594b-b448-98ab6725580f,340fde1d-aa87-5f15-83f2-0d5c4689d876,indomain_banded,176
q_45b6b57b27bc,a1,j_f80734a834f5,r_ca7ba98f2447,a1_recheck,177
q_268c36a0ca51,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,75bde58e-d6f5-54c8-83d6-dfa48f32f76a,indomain_banded,178
q_253a90cdc850,a2,d13583eb-022e-5e93-a514-96b6d01c9392,2e21c93c-cb6e-58e2-be1b-d9ecb5d64e97,indomain_banded,179
q_9f1afb0ff63a,a1,j_9114d6480e8e,r_d157d1698e99,a1_recheck,180
q_b49799b042d0,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,ec2150f0-9598-5c21-8d80-698a83dc0ed7,indomain_banded,181
q_0190f45ec4d6,a2,34c35393-ae1c-5bd9-be10-ef760e2335a6,97ce16b0-e36d-588b-82f9-e61c89e7faca,indomain_banded,182
q_0728f8419f9e,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,3d3fc8f4-759e-586b-a323-06cc348f878f,indomain_banded,183
q_1c3ceba7f68a,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,d3cb9b58-5fe3-5f76-8d88-847889fe347c,indomain_banded,184
q_06879f1d9c4f,a1,j_489659b82924,r_3c191b7fe1d1,a1_recheck,185
q_d2a2d85e80b6,a2,663d2b7c-9af6-5c83-a0bc-e003ccbc1934,b662369d-f906-5bed-abde-a472f284c359,indomain_banded,186
q_5475235ec69a,a2,e6d7e1a7-3433-5e3d-9766-74b6771afffb,ab7b09a8-2ee2-56fd-9c47-0cce71ea5811,indomain_banded,187
q_16c4ed933bf7,a2,c28f1951-f952-59c0-8a61-e4c28f6e6bd7,4dda44d1-bd76-5a42-9129-358f283cc6ed,indomain_banded,188
q_abba672ac563,a2,af695b70-61d3-52fc-9b17-1f8f416b08d5,c6c837d6-b819-5a66-a4b7-adc122f394e4,indomain_banded,189
q_25d20478b093,a2,0b04e287-8e84-594b-b448-98ab6725580f,942ef470-a918-5157-ab06-5d8829c6df2c,indomain_banded,190
q_5bd4e7c138e9,a1,j_5f893d618242,r_3c191b7fe1d1,a1_recheck,191
q_542c19a18938,a2,624e4a73-e337-5dad-8e9a-84df8528f548,8c65c10e-752f-57f2-a6ad-9f1091c56aa6,indomain_banded,192
q_1df5f203354c,a2,9ba59992-a92b-5b44-9889-aae2d2efb1a0,ef7d3b6c-96d1-5692-8d62-af79bd0df829,indomain_banded,193
q_820dee8023d5,a1,j_861699f75614,r_4f4670a5e744,a1_recheck,194
q_c38dba968556,a2,79a3f5dc-e83d-53a6-9340-c980d58073b8,c4fa531e-87f6-5f71-b968-647ae794f6b5,indomain_banded,195
q_e55572057067,a2,13d7da99-d0dc-5a93-aa2a-874b84dc70cd,ef6d441e-40a2-5931-af54-ddf501b42f52,indomain_banded,196
