query_jd_id,candidate_resume_id,relevance,source,pool_variant
j_05d2fddbff2d,r_80cc37401e93,none,distractor,N100
j_05d2fddbff2d,r_82d46c8c4da4,none,distractor,N100
j_05d2fddbff2d,r_88d8f10c1bf5,none,distractor,N100
j_05d2fddbff2d,r_8b8c95916925,none,distractor,N100
j_05d2fddbff2d,r_8ce250986e54,none,distractor,N100
j_05d2fddbff2d,r_967a5b2a6bd0,none,distractor,N100
j_05d2fddbff2d,r_9aff4a04ba0b,none,distractor,N100
j_05d2fddbff2d,r_9ddad6feab89,none,distractor,N100
j_05d2fddbff2d,r_a341cc8386e6,none,distractor,N100
j_05d2fddbff2d,r_a3a7743fbeb0,none,distractor,N100
j_05d2fddbff2d,r_a4dad8e574a8,none,distractor,N100
j_05d2fddbff2d,r_a79ee88e30ff,none,distractor,N100
j_05d2fddbff2d,r_a7ba46bfc48b,none,distractor,N100
j_05d2fddbff2d,r_a8ab0b1bd90d,none,distractor,N100
j_05d2fddbff2d,r_ac9eccb5dc98,none,distractor,N100
j_05d2fddbff2d,r_ae66816132d9,none,distractor,N100
j_05d2fddbff2d,r_b2857f676a87,none,distractor,N100
j_05d2fddbff2d,r_b5e3ec672e19,none,distractor,N100
j_05d2fddbff2d,r_b635334c254b,none,distractor,N100
j_05d2fddbff2d,r_bb69b1791fee,none,distractor,N100
j_05d2fddbff2d,r_bcf49484d7d9,none,distractor,N100
j_05d2fddbff2d,r_bd480581dfb2,none,distractor,N100
j_05d2fddbff2d,r_be5f868d3848,none,distractor,N100
j_05d2fddbff2d,r_bf867b1c1c9a,none,distractor,N100
j_05d2fddbff2d,r_c2c63742c924,none,distractor,N100
j_05d2fddbff2d,r_c6fe667ad210,none,distractor,N100
j_05d2fddbff2d,r_c84a827baf9e,none,distractor,N100
j_05d2fddbff2d,r_c90d6d2bef24,none,distractor,N100
j_05d2fddbff2d,r_cbf29bfbda3d,none,distractor,N100
j_05d2fddbff2d,r_cde70dabfb9e,none,distractor,N100
j_05d2fddbff2d,r_cfef6a354732,none,distractor,N100
j_05d2fddbff2d,r_d0c4c839a296,none,distractor,N100
j_05d2fddbff2d,r_d688c10242fb,none,distractor,N100
j_05d2fddbff2d,r_da0f7f28cff6,none,distractor,N100
j_05d2fddbff2d,r_dc500db3d499,none,distractor,N100
j_05d2fddbff2d,r_de7fd77e0c05,none,distractor,N100
j_05d2fddbff2d,r_debcf2de8b0d,none,distractor,N100
j_05d2fddbff2d,r_e03c7236d1ea,none,distractor,N100
j_05d2fddbff2d,r_e33097f84003,none,distractor,N100
j_05d2fddbff2d,r_e50841e99ec4,none,distractor,N100
j_05d2fddbff2d,r_e72f975e1554,none,distractor,N100
j_05d2fddbff2d,r_e741e1ca6ee8,none,distractor,N100
j_05d2fddbff2d,r_eb9eca2ddc68,none,distractor,N100
j_05d2fddbff2d,r_eddedccf0117,none,distractor,N100
j_05d2fddbff2d,r_f0410ea9aebb,none,distractor,N100
j_05d2fddbff2d,r_f5993168b903,none,distractor,N100
j_05d2fddbff2d,r_fa1cd912aa5e,none,distractor,N100
j_05d2fddbff2d,r_fbeee6d43d5d,none,distractor,N100
j_05d2fddbff2d,r_ffbc681101ba,none,distractor,N100
j_05d2fddbff2d,r_72e3ab6f867a,none,labelled,N100
j_05d2fddbff2d,r_fc38879ecf80,good,labelled,N100
j_0a159603e30b,r_013170a77882,none,distractor,N100
j_0a159603e30b,r_03da04fbb6a0,none,distractor,N100
j_0a159603e30b,r_06c4bee1afa2,none,distractor,N100
j_0a159603e30b,r_0817bbf617c5,none,distractor,N100
j_0a159603e30b,r_08b604489629,none,distractor,N100
j_0a159603e30b,r_0ed1be1aae4a,none,distractor,N100
j_0a159603e30b,r_0fcf453384c4,none,distractor,N100
j_0a159603e30b,r_1486e59ff040,none,distractor,N100
j_0a159603e30b,r_1492d7a5d4ae,none,distractor,N100
j_0a159603e30b,r_14cef54042c5,none,distractor,N100
j_0a159603e30b,r_17574ddcdc4c,none,distractor,N100
j_0a159603e30b,r_1810e71d8f88,none,distractor,N100
j_0a159603e30b,r_1a7641d9a664,none,distractor,N100
j_0a159603e30b,r_1d66a23142ee,none,distractor,N100
j_0a159603e30b,r_1ec0a415f929,none,distractor,N100
j_0a159603e30b,r_206813cc4e0c,none,distractor,N100
j_0a159603e30b,r_210cde2154ee,none,distractor,N100
j_0a159603e30b,r_2153792c714a,none,distractor,N100
j_0a159603e30b,r_26081eac0636,none,distractor,N100
j_0a159603e30b,r_282df938bf67,none,distractor,N100
j_0a159603e30b,r_2994f4951ca1,none,distractor,N100
j_0a159603e30b,r_29f6a46c7ec2,none,distractor,N100
j_0a159603e30b,r_2a6f2da57180,none,distractor,N100
j_0a159603e30b,r_2bb238cc79df,none,distractor,N100
j_0a159603e30b,r_362e895efcdd,none,distractor,N100
j_0a159603e30b,r_36ff2ee44811,none,distractor,N100
j_0a159603e30b,r_3bb82fec9ad3,none,distractor,N100
j_0a159603e30b,r_3e11bbbda486,none,distractor,N100
j_0a159603e30b,r_3e54688dd252,none,distractor,N100
j_0a159603e30b,r_3f37a16fe433,none,distractor,N100
j_0a159603e30b,r_3f7c0fb22791,none,distractor,N100
j_0a159603e30b,r_3f8f7dd4c36d,none,distractor,N100
j_0a159603e30b,r_4ad55aba0c86,none,distractor,N100
j_0a159603e30b,r_4e7617c6f551,none,distractor,N100
j_0a159603e30b,r_52577e776679,none,distractor,N100
j_0a159603e30b,r_52936a56ec83,none,distractor,N100
j_0a159603e30b,r_54efc8ed3054,none,distractor,N100
j_0a159603e30b,r_576a62182bc4,none,distractor,N100
j_0a159603e30b,r_587cbcc60d9b,none,distractor,N100
j_0a159603e30b,r_5c04e2270625,none,distractor,N100
j_0a159603e30b,r_5d191fbbc72d,none,distractor,N100
j_0a159603e30b,r_60d5e723d074,none,distractor,N100
j_0a159603e30b,r_635cc7705943,none,distractor,N100
j_0a159603e30b,r_680f73be8434,none,distractor,N100
j_0a159603e30b,r_6a87d731bc57,none,distractor,N100
j_0a159603e30b,r_6bffd376bccf,none,distractor,N100
j_0a159603e30b,r_708f5eca7774,none,distractor,N100
j_0a159603e30b,r_74b180786103,none,distractor,N100
j_0a159603e30b,r_7d9919ce0c9e,none,distractor,N100
j_0a159603e30b,r_7f5b10d93e32,none,distractor,N100
j_0a159603e30b,r_8034449ae083,none,distractor,N100
j_0a159603e30b,r_80cc37401e93,none,distractor,N100
j_0a159603e30b,r_8ce250986e54,none,distractor,N100
j_0a159603e30b,r_9033389de6ef,none,distractor,N100
j_0a159603e30b,r_9a033c9f29fc,none,distractor,N100
j_0a159603e30b,r_a3a7743fbeb0,none,distractor,N100
