pair_id,batch,stratum,jd_id,cv_id,primary_keyword,exp_band,cv_primary_keyword,keyword_match,lexical_band,lexical_score
1f26be02-51ac-5e5e-8acd-41e68b413b1d__a432e71d-c6e7-5e47-a107-e232f8834e40,1,generic,1f26be02-51ac-5e5e-8acd-41e68b413b1d,a432e71d-c6e7-5e47-a107-e232f8834e40,SQL,2-3,SQL,True,low,0.030626
1f26be02-51ac-5e5e-8acd-41e68b413b1d__bb4ca42f-7800-50b5-8f11-be111802e681,1,generic,1f26be02-51ac-5e5e-8acd-41e68b413b1d,bb4ca42f-7800-50b5-8f11-be111802e681,SQL,2-3,SQL,True,high,0.095518
1f26be02-51ac-5e5e-8acd-41e68b413b1d__c0be189c-9aba-5522-b27e-69cfab31cf59,1,generic,1f26be02-51ac-5e5e-8acd-41e68b413b1d,c0be189c-9aba-5522-b27e-69cfab31cf59,SQL,2-3,SQL,True,low,0.020675
1f26be02-51ac-5e5e-8acd-41e68b413b1d__cd4abc7b-a9b9-5fa8-a6b7-46c4df90828e,1,generic,1f26be02-51ac-5e5e-8acd-41e68b413b1d,cd4abc7b-a9b9-5fa8-a6b7-46c4df90828e,SQL,2-3,SQL,True,mid,0.042094
1f26be02-51ac-5e5e-8acd-41e68b413b1d__fa137fb9-c77f-54cf-9311-e9f62a010a9c,1,generic,1f26be02-51ac-5e5e-8acd-41e68b413b1d,fa137fb9-c77f-54cf-9311-e9f62a010a9c,SQL,2-3,Unity,False,high,0.074566
21a58a87-88fa-5721-b0c7-b40c5320fd1c__0be96e3f-c628-5216-95db-555bb3525ba9,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,0be96e3f-c628-5216-95db-555bb3525ba9,Python,2-3,Python,True,high,0.070139
21a58a87-88fa-5721-b0c7-b40c5320fd1c__1992a3f8-e262-5689-9faa-844f29766567,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,1992a3f8-e262-5689-9faa-844f29766567,Python,2-3,Python,True,mid,0.060742
21a58a87-88fa-5721-b0c7-b40c5320fd1c__2a21facd-13af-59f9-b196-b5268255ac03,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,2a21facd-13af-59f9-b196-b5268255ac03,Python,2-3,Python,True,mid,0.042355
21a58a87-88fa-5721-b0c7-b40c5320fd1c__454b07d2-0896-5d33-b684-ca2ba13093b2,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,454b07d2-0896-5d33-b684-ca2ba13093b2,Python,2-3,Python,True,high,0.101026
21a58a87-88fa-5721-b0c7-b40c5320fd1c__48196df0-2612-53d9-a198-7707abd41ec9,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,48196df0-2612-53d9-a198-7707abd41ec9,Python,2-3,Python,True,mid,0.060142
21a58a87-88fa-5721-b0c7-b40c5320fd1c__5a2f6240-893b-5348-bc0a-75559972b76b,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,5a2f6240-893b-5348-bc0a-75559972b76b,Python,2-3,Python,True,low,0.00616
21a58a87-88fa-5721-b0c7-b40c5320fd1c__996bfdc2-e299-5f99-9fdc-e877fe2c72c8,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,996bfdc2-e299-5f99-9fdc-e877fe2c72c8,Python,2-3,Python,True,high,0.090161
21a58a87-88fa-5721-b0c7-b40c5320fd1c__a4800ca3-f84e-5a14-9d73-d874b6d6c966,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,a4800ca3-f84e-5a14-9d73-d874b6d6c966,Python,2-3,Python,True,low,0.006185
21a58a87-88fa-5721-b0c7-b40c5320fd1c__ab1c1393-e528-5490-9ecd-7742bc75c891,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,ab1c1393-e528-5490-9ecd-7742bc75c891,Python,2-3,JavaScript,False,mid,0.023631
21a58a87-88fa-5721-b0c7-b40c5320fd1c__b7a1f0d2-3236-5d20-9862-187a6bb94bed,1,generic,21a58a87-88fa-5721-b0c7-b40c5320fd1c,b7a1f0d2-3236-5d20-9862-187a6bb94bed,Python,2-3,Project Manager,False,high,0.110062
22397d17-9ef9-579d-8c59-5fdb0b631a79__5141469d-b6be-5dfd-ba77-175cbd7f400f,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,5141469d-b6be-5dfd-ba77-175cbd7f400f,DevOps,4-6,DevOps,True,mid,0.072628
22397d17-9ef9-579d-8c59-5fdb0b631a79__53e90fb4-fbe5-5a6f-8700-4fa1bd298351,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,53e90fb4-fbe5-5a6f-8700-4fa1bd298351,DevOps,4-6,DevOps,True,high,0.093349
22397d17-9ef9-579d-8c59-5fdb0b631a79__7731ccd3-b1ae-5eb0-9dfb-691712da79d3,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,7731ccd3-b1ae-5eb0-9dfb-691712da79d3,DevOps,4-6,QA,False,mid,0.064564
22397d17-9ef9-579d-8c59-5fdb0b631a79__79b8908c-dfcf-5242-b9f0-88dc3305b8d3,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,79b8908c-dfcf-5242-b9f0-88dc3305b8d3,DevOps,4-6,DevOps,True,mid,0.066459
22397d17-9ef9-579d-8c59-5fdb0b631a79__7b69cc3d-8e9e-5a81-be75-a5309fba3d7e,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,7b69cc3d-8e9e-5a81-be75-a5309fba3d7e,DevOps,4-6,DevOps,True,low,0.027665
22397d17-9ef9-579d-8c59-5fdb0b631a79__81177469-68f5-527c-97fb-b69cb3731f43,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,81177469-68f5-527c-97fb-b69cb3731f43,DevOps,4-6,DevOps,True,low,0.038405
22397d17-9ef9-579d-8c59-5fdb0b631a79__abef80c1-16d8-5594-85cb-36b5298bdb08,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,abef80c1-16d8-5594-85cb-36b5298bdb08,DevOps,4-6,DevOps,True,high,0.098752
22397d17-9ef9-579d-8c59-5fdb0b631a79__e3815ed6-fba2-54c5-a980-86500c3a1d4a,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,e3815ed6-fba2-54c5-a980-86500c3a1d4a,DevOps,4-6,DevOps,True,mid,0.071085
22397d17-9ef9-579d-8c59-5fdb0b631a79__f27b1a78-d782-5c9d-b9f2-bd65e24d02c3,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,f27b1a78-d782-5c9d-b9f2-bd65e24d02c3,DevOps,4-6,DevOps,True,high,0.142754
22397d17-9ef9-579d-8c59-5fdb0b631a79__f35b04d0-4581-564c-a013-d46ade4e5f6d,1,generic,22397d17-9ef9-579d-8c59-5fdb0b631a79,f35b04d0-4581-564c-a013-d46ade4e5f6d,DevOps,4-6,Marketing,False,high,0.072688
27e9a2d3-80e9-5b3b-be1b-232429e98272__136f7851-64c5-597f-9c5c-416c20381756,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,136f7851-64c5-597f-9c5c-416c20381756,JavaScript,4-6,Project Manager,False,high,0.099544
27e9a2d3-80e9-5b3b-be1b-232429e98272__25296783-e813-5601-86b8-df80798cb4f8,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,25296783-e813-5601-86b8-df80798cb4f8,JavaScript,4-6,JavaScript,True,low,0.04563
27e9a2d3-80e9-5b3b-be1b-232429e98272__33d4540e-0cad-5d60-863c-f0156cf286c6,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,33d4540e-0cad-5d60-863c-f0156cf286c6,JavaScript,4-6,JavaScript,True,high,0.141766
27e9a2d3-80e9-5b3b-be1b-232429e98272__8620d1fd-17d2-5e14-b8f8-b97712e13871,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,8620d1fd-17d2-5e14-b8f8-b97712e13871,JavaScript,4-6,JavaScript,True,mid,0.059274
27e9a2d3-80e9-5b3b-be1b-232429e98272__9c6e88c2-895f-5bef-ba23-254a54f9ff33,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,9c6e88c2-895f-5bef-ba23-254a54f9ff33,JavaScript,4-6,Other,False,mid,0.054584
27e9a2d3-80e9-5b3b-be1b-232429e98272__b1a82b12-1aaa-54aa-a4e8-c5757cab55fb,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,b1a82b12-1aaa-54aa-a4e8-c5757cab55fb,JavaScript,4-6,JavaScript,True,low,0.030399
27e9a2d3-80e9-5b3b-be1b-232429e98272__c2ba747a-b243-53c6-9f93-13c21b861b37,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,c2ba747a-b243-53c6-9f93-13c21b861b37,JavaScript,4-6,JavaScript,True,mid,0.052478
27e9a2d3-80e9-5b3b-be1b-232429e98272__c66a95ab-e135-5060-a64c-1e76989b3f80,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,c66a95ab-e135-5060-a64c-1e76989b3f80,JavaScript,4-6,JavaScript,True,high,0.08294
27e9a2d3-80e9-5b3b-be1b-232429e98272__da6f4d55-47e8-5af9-bdda-4fbd298bdda9,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,da6f4d55-47e8-5af9-bdda-4fbd298bdda9,JavaScript,4-6,JavaScript,True,high,0.124138
27e9a2d3-80e9-5b3b-be1b-232429e98272__dd1da0fb-1112-5046-af85-1b7b980c6b8c,1,generic,27e9a2d3-80e9-5b3b-be1b-232429e98272,dd1da0fb-1112-5046-af85-1b7b980c6b8c,JavaScript,4-6,JavaScript,True,mid,0.052737
2a584887-901e-58f9-8a84-8665a51756c9__0292c37f-4814-5092-8ee7-3a4b1857050c,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,0292c37f-4814-5092-8ee7-3a4b1857050c,JavaScript,4-6,JavaScript,True,mid,0.065556
2a584887-901e-58f9-8a84-8665a51756c9__1bbb9922-7143-5dd3-8bc5-14ebcf3535e5,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,1bbb9922-7143-5dd3-8bc5-14ebcf3535e5,JavaScript,4-6,Business Analyst,False,mid,0.051309
2a584887-901e-58f9-8a84-8665a51756c9__23c4cccc-81d7-51b4-8e59-44ab04bde71d,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,23c4cccc-81d7-51b4-8e59-44ab04bde71d,JavaScript,4-6,JavaScript,True,high,0.09069
2a584887-901e-58f9-8a84-8665a51756c9__524a1c7a-8836-52ab-8995-84d45b48a960,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,524a1c7a-8836-52ab-8995-84d45b48a960,JavaScript,4-6,JavaScript,True,low,0.019422
2a584887-901e-58f9-8a84-8665a51756c9__67f39fa8-f6ce-57f8-8abc-a7c1b8f7aff4,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,67f39fa8-f6ce-57f8-8abc-a7c1b8f7aff4,JavaScript,4-6,JavaScript,True,mid,0.062275
2a584887-901e-58f9-8a84-8665a51756c9__6b53add6-936b-5ab2-88b6-416cec402c5f,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,6b53add6-936b-5ab2-88b6-416cec402c5f,JavaScript,4-6,JavaScript,True,mid,0.0577
2a584887-901e-58f9-8a84-8665a51756c9__a85c9249-3e5a-5e35-b385-fd6c0c256611,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,a85c9249-3e5a-5e35-b385-fd6c0c256611,JavaScript,4-6,JavaScript,True,high,0.124948
2a584887-901e-58f9-8a84-8665a51756c9__ccebb2eb-76ef-5756-b501-3291a1636eb1,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,ccebb2eb-76ef-5756-b501-3291a1636eb1,JavaScript,4-6,JavaScript,True,high,0.107912
2a584887-901e-58f9-8a84-8665a51756c9__d0489049-41e0-554f-bdb5-86008d2b78e0,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,d0489049-41e0-554f-bdb5-86008d2b78e0,JavaScript,4-6,JavaScript,True,low,0.038011
2a584887-901e-58f9-8a84-8665a51756c9__edf5f12c-6b49-5018-8981-835e1af8f088,1,generic,2a584887-901e-58f9-8a84-8665a51756c9,edf5f12c-6b49-5018-8981-835e1af8f088,JavaScript,4-6,QA,False,high,0.115204
352781ec-86e3-5363-bc65-7b6f79cdcfe2__03604585-88dc-5132-8e9c-f96dbb8e9dc4,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,03604585-88dc-5132-8e9c-f96dbb8e9dc4,Ruby,4-6,PHP,False,mid,0.031241
352781ec-86e3-5363-bc65-7b6f79cdcfe2__1ed648e8-ebae-506f-98cc-c35830cbdcf8,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,1ed648e8-ebae-506f-98cc-c35830cbdcf8,Ruby,4-6,Ruby,True,mid,0.075675
352781ec-86e3-5363-bc65-7b6f79cdcfe2__6690ca5d-aa69-556e-9e47-a06695e15218,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,6690ca5d-aa69-556e-9e47-a06695e15218,Ruby,4-6,JavaScript,False,high,0.070293
352781ec-86e3-5363-bc65-7b6f79cdcfe2__752b65e3-e82b-55dd-867e-16a5f9db72fe,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,752b65e3-e82b-55dd-867e-16a5f9db72fe,Ruby,4-6,Ruby,True,mid,0.057054
352781ec-86e3-5363-bc65-7b6f79cdcfe2__9a11e001-e67c-5eaa-8950-109f24bf53fe,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,9a11e001-e67c-5eaa-8950-109f24bf53fe,Ruby,4-6,Ruby,True,high,0.09272
352781ec-86e3-5363-bc65-7b6f79cdcfe2__9e743854-4886-5258-8bb8-4b1ac332f52e,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,9e743854-4886-5258-8bb8-4b1ac332f52e,Ruby,4-6,Ruby,True,mid,0.072306
352781ec-86e3-5363-bc65-7b6f79cdcfe2__ae04c13d-01d4-5a0e-a08a-e7b3b017dbff,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,ae04c13d-01d4-5a0e-a08a-e7b3b017dbff,Ruby,4-6,Ruby,True,low,0.039226
352781ec-86e3-5363-bc65-7b6f79cdcfe2__c39f76d9-db57-5105-90fb-5edd5d4bbc04,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,c39f76d9-db57-5105-90fb-5edd5d4bbc04,Ruby,4-6,Ruby,True,high,0.092508
352781ec-86e3-5363-bc65-7b6f79cdcfe2__e7bf9748-d6ed-5d5b-8e77-3c29e9ccbbfd,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,e7bf9748-d6ed-5d5b-8e77-3c29e9ccbbfd,Ruby,4-6,Ruby,True,low,0.040687
352781ec-86e3-5363-bc65-7b6f79cdcfe2__ed255bde-a1c7-586b-b622-90a63e2da68f,1,generic,352781ec-86e3-5363-bc65-7b6f79cdcfe2,ed255bde-a1c7-586b-b622-90a63e2da68f,Ruby,4-6,Ruby,True,high,0.144878
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__083eec5e-c91c-5445-8de0-184c6c9297b0,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,083eec5e-c91c-5445-8de0-184c6c9297b0,Data Engineer,2-3,Unity,False,mid,0.048609
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__23944221-e49c-5528-b229-24497428a2d6,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,23944221-e49c-5528-b229-24497428a2d6,Data Engineer,2-3,Data Engineer,True,low,0.052811
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__260abe2a-3d74-5997-a5f1-57ef63d1899e,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,260abe2a-3d74-5997-a5f1-57ef63d1899e,Data Engineer,2-3,QA,False,high,0.096945
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__6a80bfcb-0b3e-57a1-b723-2e2809fbcf9a,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,6a80bfcb-0b3e-57a1-b723-2e2809fbcf9a,Data Engineer,2-3,Data Engineer,True,mid,0.057596
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__7a7d9e1a-2c3e-54c8-9f39-b88aeec39917,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,7a7d9e1a-2c3e-54c8-9f39-b88aeec39917,Data Engineer,2-3,Data Engineer,True,high,0.120487
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__a3bb3bfc-ac50-5907-91fc-bfa93bb8d722,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,a3bb3bfc-ac50-5907-91fc-bfa93bb8d722,Data Engineer,2-3,Data Engineer,True,mid,0.05883
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__ce8cc4e8-0ff5-512f-917b-7b4006ccaad3,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,ce8cc4e8-0ff5-512f-917b-7b4006ccaad3,Data Engineer,2-3,Data Engineer,True,mid,0.059937
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__e41488b1-d27e-58ab-bb1d-ef537f133ecf,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,e41488b1-d27e-58ab-bb1d-ef537f133ecf,Data Engineer,2-3,Data Engineer,True,low,0.006494
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__e6c86183-c1f8-549a-9c04-d50057051af4,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,e6c86183-c1f8-549a-9c04-d50057051af4,Data Engineer,2-3,Data Engineer,True,high,0.1055
3c8ad2c1-6595-5e4a-8c02-75503dd4fd53__e79eabb1-1b33-5624-b7a9-9cdc924dec67,1,generic,3c8ad2c1-6595-5e4a-8c02-75503dd4fd53,e79eabb1-1b33-5624-b7a9-9cdc924dec67,Data Engineer,2-3,Data Engineer,True,high,0.115961
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__1de88bd4-b04a-53b8-abed-56363b0e1063,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,1de88bd4-b04a-53b8-abed-56363b0e1063,Marketing,4-6,Marketing,True,low,0.02314
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__257e6585-408f-566b-9a3d-c8881bf30f30,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,257e6585-408f-566b-9a3d-c8881bf30f30,Marketing,4-6,Marketing,True,high,0.091226
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__4205d564-563c-50b7-8b9b-7094206927e8,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,4205d564-563c-50b7-8b9b-7094206927e8,Marketing,4-6,QA,False,mid,0.044929
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__8e15e56a-99b2-5e2b-97ac-7df6373c668c,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,8e15e56a-99b2-5e2b-97ac-7df6373c668c,Marketing,4-6,Marketing,True,mid,0.064206
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__c273878b-949b-5b4a-a61e-ebd2056a8075,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,c273878b-949b-5b4a-a61e-ebd2056a8075,Marketing,4-6,Marketing,True,mid,0.090011
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__cf695b0e-557e-55ef-aafb-e29d882db5c3,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,cf695b0e-557e-55ef-aafb-e29d882db5c3,Marketing,4-6,PHP,False,high,0.082486
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__d9f513d7-de07-53a0-9af8-495572cb308b,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,d9f513d7-de07-53a0-9af8-495572cb308b,Marketing,4-6,Marketing,True,mid,0.073957
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__dc52210a-e5d3-5b66-be58-0fcfac9e2fc6,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,dc52210a-e5d3-5b66-be58-0fcfac9e2fc6,Marketing,4-6,Marketing,True,low,0.028451
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__deba38ca-ee9e-5e23-8f5c-32557cc5e74b,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,deba38ca-ee9e-5e23-8f5c-32557cc5e74b,Marketing,4-6,Marketing,True,high,0.137378
4aa0db66-b017-53c2-9cb6-c320f63b5f6f__ee893b64-a931-5b60-a017-41b0d5364ca0,1,generic,4aa0db66-b017-53c2-9cb6-c320f63b5f6f,ee893b64-a931-5b60-a017-41b0d5364ca0,Marketing,4-6,Marketing,True,high,0.093293
4b8d2c54-1699-5ef7-b227-340fb69c8aee__00694e81-ff07-56c8-8163-162a325b3d1b,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,00694e81-ff07-56c8-8163-162a325b3d1b,Node.js,2-3,Node.js,True,low,0.054603
4b8d2c54-1699-5ef7-b227-340fb69c8aee__043dbc58-24fb-58fe-969e-b8dc5edf6057,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,043dbc58-24fb-58fe-969e-b8dc5edf6057,Node.js,2-3,Node.js,True,mid,0.072789
4b8d2c54-1699-5ef7-b227-340fb69c8aee__0f11f25a-f20b-50c4-8a8d-ac4547eb8a2e,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,0f11f25a-f20b-50c4-8a8d-ac4547eb8a2e,Node.js,2-3,JavaScript,False,high,0.077006
4b8d2c54-1699-5ef7-b227-340fb69c8aee__11ebf37b-7150-5b02-855f-7cb2c0201fa6,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,11ebf37b-7150-5b02-855f-7cb2c0201fa6,Node.js,2-3,Node.js,True,high,0.092927
4b8d2c54-1699-5ef7-b227-340fb69c8aee__1ad5ccc7-9214-59e3-9fc5-aea76399f35f,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,1ad5ccc7-9214-59e3-9fc5-aea76399f35f,Node.js,2-3,Node.js,True,high,0.093125
4b8d2c54-1699-5ef7-b227-340fb69c8aee__2c4550e5-9903-50b3-8fcb-21b8cc9dd498,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,2c4550e5-9903-50b3-8fcb-21b8cc9dd498,Node.js,2-3,QA,False,mid,0.066164
4b8d2c54-1699-5ef7-b227-340fb69c8aee__38cf1c81-9c38-574b-865f-f6c5d6d95b7b,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,38cf1c81-9c38-574b-865f-f6c5d6d95b7b,Node.js,2-3,Node.js,True,mid,0.076623
4b8d2c54-1699-5ef7-b227-340fb69c8aee__8bb84309-4436-571f-9ffb-f9b51c60ffd5,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,8bb84309-4436-571f-9ffb-f9b51c60ffd5,Node.js,2-3,Node.js,True,mid,0.073703
4b8d2c54-1699-5ef7-b227-340fb69c8aee__b48e9363-a296-534c-8ca2-b1abe9f8674c,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,b48e9363-a296-534c-8ca2-b1abe9f8674c,Node.js,2-3,Node.js,True,high,0.090095
4b8d2c54-1699-5ef7-b227-340fb69c8aee__d6ec1fa1-7599-5249-a39b-8048b7ae7f81,1,generic,4b8d2c54-1699-5ef7-b227-340fb69c8aee,d6ec1fa1-7599-5249-a39b-8048b7ae7f81,Node.js,2-3,Node.js,True,low,0.046512
